,Word,Pronunciation
21214,guillotine,['ɡɪlətin']
21215,guillotine,['ɡijətin']
21216,guilt,['ɡɪlt']
21217,guiltless,['ɡɪltlɪs']
21218,guilty,['ɡɪlti']
21219,guinea,['ɡɪni']
21220,guineas,['ɡɪniz']
21221,guinness,['ɡɪnəs']
21222,guise,['ɡaɪz']
21223,guises,['ɡaɪzəz']
21224,guises,['ɡaɪzɪz']
21225,guitar,"['ɡɪtɑɹ', 'ɡɪtɒɹ']"
21226,guitarist,"['ɡɪtɑɹɪst', 'ɡɪtɒɹɪst']"
21227,guitarists,"['ɡɪtɑɹɪsts', 'ɡɪtɒɹɪsts']"
21228,guitars,"['ɡɪtɑɹz', 'ɡɪtɒɹz']"
21229,gul,['ɡʌl']
21230,gulag,['ɡjulæɡ']
21231,gulag,"['ɡulɑɡ', 'ɡulɒɡ']"
21232,gulch,['ɡʌltʃ']
21233,gulf,['ɡʌlf']
21234,gulfs,['ɡʌlfs']
21235,gull,['ɡʌl']
21236,gullet,['ɡʌlət']
21237,gulley,['ɡʌli']
21238,gullibility,['ɡələbɪlɪti']
21239,gullible,['ɡʌləbəl']
21240,gullies,['ɡʌliz']
21241,gulliver,"['ɡʌlɪvɝ', 'ɡʌlɪvɚ']"
21242,gulls,['ɡʌlz']
21243,gully,['ɡʌli']
21244,gulp,['ɡʌlp']
21245,gulped,['ɡʌlpt']
21246,gulping,['ɡʌlpɪŋ']
21247,gulps,['ɡʌlps']
21248,gum,['ɡʌm']
21249,gumbo,['ɡʌmboʊ']
21250,gummed,['ɡʌmd']
21251,gummy,['ɡʌmi']
21252,gump,['ɡʌmp']
21253,gumption,['ɡʌmpʃən']
21254,gums,['ɡʌmz']
21255,gumshoe,['ɡʌmʃu']
21256,gun,['ɡʌn']
21257,gunboat,['ɡʌnboʊt']
21258,gunboats,['ɡʌnboʊts']
21259,guncotton,"['ɡʌnkɑtən', 'ɡʌnkɒtən']"
21260,gundy,['ɡʌndi']
21261,gunfight,['ɡʌnfaɪt']
21262,gunfighter,"['ɡʌnfaɪtɝ', 'ɡʌnfaɪtɚ']"
21263,gunfighters,"['ɡʌnfaɪtɝz', 'ɡʌnfaɪtɚz']"
21264,gunfighting,['ɡʌnfaɪtɪŋ']
21265,gunfights,['ɡʌnfaɪts']
21266,gunfire,"['ɡʌnfaɪɝ', 'ɡʌnfaɪɚ']"
21267,gunfire,['ɡʌnfaɪɹ']
21268,gung,['ɡʌŋ']
21269,gunman,['ɡʌnmən']
21270,gunmen,['ɡʌnmɛn']
21271,gunned,['ɡʌnd']
21272,gunnels,['ɡʌnəlz']
21273,gunner,"['ɡʌnɝ', 'ɡʌnɚ']"
21274,gunners,"['ɡʌnɝz', 'ɡʌnɚz']"
21275,gunnery,"['ɡʌnɝi', 'ɡʌnɚi']"
21276,gunning,['ɡʌnɪŋ']
21277,gunny,['ɡʌni']
21278,gunnysack,['ɡʌnisæk']
21279,gunnysacks,['ɡʌnisæks']
21280,gunpoint,['ɡʌnpɔɪnt']
21281,gunpowder,"['ɡʌnpaʊdɝ', 'ɡʌnpaʊdɚ']"
21282,gunrunner,"['ɡʌnɹənɝ', 'ɡʌnɹənɚ']"
21283,guns,['ɡʌnz']
21284,gunship,['ɡʌnʃɪp']
21285,gunships,['ɡʌnʃɪps']
21286,gunshot,"['ɡʌnʃɑt', 'ɡʌnʃɒt']"
21287,gunshots,"['ɡʌnʃɑts', 'ɡʌnʃɒts']"
21288,gunslinger,"['ɡʌnslɪŋɝ', 'ɡʌnslɪŋɚ']"
21289,gunslingers,"['ɡʌnslɪŋɝz', 'ɡʌnslɪŋɚz']"
21290,gunter,"['ɡʌntɝ', 'ɡʌntɚ']"
21291,gunther,"['ɡʌnθɝ', 'ɡʌnθɚ']"
21292,guppies,['ɡʌpiz']
21293,guppy,['ɡʌpi']
21294,gurgle,"['ɡɝɡəl', 'ɡɚɡəl']"
21295,gurgling,"['ɡɝɡəlɪŋ', 'ɡɚɡəlɪŋ']"
21296,gurgling,"['ɡɝɡlɪŋ', 'ɡɚɡlɪŋ']"
21297,gurney,"['ɡɝni', 'ɡɚni']"
21298,gurr,"['ɡɝ', 'ɡɚ']"
21299,guru,['ɡuɹu']
21300,gurus,['ɡuɹuz']
21301,gush,['ɡʌʃ']
21302,gushed,['ɡʌʃt']
21303,gusher,"['ɡʌʃɝ', 'ɡʌʃɚ']"
21304,gushes,['ɡʌʃɪz']
21305,gushing,['ɡʌʃɪŋ']
21306,guss,['ɡʌs']
21307,gussie,['ɡʌsi']
21308,gussied,['ɡʌsid']
21309,gussy,['ɡʌsi']
21310,gust,['ɡʌst']
21311,gusting,['ɡʌstɪŋ']
21312,gusto,['ɡʌstoʊ']
21313,gusts,['ɡʌsts']
21314,gusty,['ɡʌsti']
21315,gut,['ɡʌt']
21316,gutierrez,['ɡutjɛɹɛz']
21317,gutless,['ɡʌtlɛs']
21318,guts,['ɡʌts']
21319,gutsy,['ɡʌtsi']
21320,gutt,['ɡʌt']
21321,gutted,['ɡʌtɪd']
21322,gutter,"['ɡʌtɝ', 'ɡʌtɚ']"
21323,guttering,"['ɡʌtɝɪŋ', 'ɡʌtɚɪŋ']"
21324,gutterman,"['ɡʌtɝmən', 'ɡʌtɚmən']"
21325,gutters,"['ɡʌtɝz', 'ɡʌtɚz']"
21326,gutting,['ɡʌtɪŋ']
21327,guttural,"['ɡʌtɝəl', 'ɡʌtɚəl']"
21328,guy,['ɡaɪ']
21329,guyana,"['ɡaɪɑnə', 'ɡaɪɒnə']"
21330,guys,['ɡaɪz']
21331,guzzle,['ɡʌzəl']
21332,guzzler,"['ɡʌzlɝ', 'ɡʌzlɚ']"
21333,guzzlers,"['ɡʌzəlɝz', 'ɡʌzəlɚz']"
21334,guzzlers,"['ɡʌzlɝz', 'ɡʌzlɚz']"
21335,guzzles,['ɡʌzəlz']
21336,guzzling,['ɡʌzəlɪŋ']
21337,guzzling,['ɡʌzlɪŋ']
21338,gym,['dʒɪm']
21339,gymnasium,['dʒɪmneɪziəm']
21340,gymnasiums,['dʒɪmneɪziəmz']
21341,gymnast,['dʒɪmnəst']
21342,gymnastic,['dʒɪmnæstɪk']
21343,gymnastics,['dʒɪmnæstɪks']
21344,gymnasts,['dʒɪmnæsts']
21345,gyms,['dʒɪmz']
21346,gyn,['ɡɪn']
21347,gyn,['ɡaɪn']
21348,gynecological,"['ɡaɪnəkəlɑdʒɪkəl', 'ɡaɪnəkəlɒdʒɪkəl']"
21349,gynecologist,"['ɡaɪnəkɑlədʒəst', 'ɡaɪnəkɒlədʒəst']"
21350,gynecologists,"['ɡaɪnəkɑlədʒəsts', 'ɡaɪnəkɒlədʒəsts']"
21351,gynecology,"['ɡaɪnəkɑlədʒi', 'ɡaɪnəkɒlədʒi']"
21352,gyp,['dʒɪp']
21353,gypped,['dʒɪpt']
21354,gypsies,['dʒɪpsiz']
21355,gypsum,['dʒɪpsəm']
21356,gypsy,['dʒɪpsi']
21357,gyrate,['dʒaɪɹeɪt']
21358,gyrating,['dʒaɪɹeɪtɪŋ']
21359,gyration,['dʒaɪɹeɪʃən']
21360,gyrations,['dʒaɪɹeɪʃənz']
21361,gyro,['dʒaɪɹoʊ']
21362,gyros,['dʒaɪɹoʊz']
21363,gyroscope,['dʒaɪɹəskoʊp']
21364,gyroscopic,"['dʒaɪɹəskɑpɪk', 'dʒaɪɹəskɒpɪk']"
21365,h,['eɪtʃ']
21366,ha,"['hɑ', 'hɒ']"
21367,habeas,['hæbiəs']
21368,haberdashery,"['hæbɝdæʃɝi', 'hæbɝdæʃɚi', 'hæbɚdæʃɝi', 'hæbɚdæʃɚi']"
21369,habit,['hæbət']
21370,habitable,['hæbətəbəl']
21371,habitat,['hæbətæt']
21372,habitation,['hæbəteɪʃən']
21373,habitats,['hæbətæts']
21374,habits,['hæbəts']
21375,habitual,['həbɪtʃuəl']
21376,habitually,['həbɪtʃuəli']
21377,habitually,['həbɪtʃuli']
21378,hable,['heɪbəl']
21379,habsburg,"['hæpsbɝɡ', 'hæpsbɚɡ']"
21380,hacienda,['hæsiɛndə']
21381,hack,['hæk']
21382,hackberry,['hækbɛɹi']
21383,hacked,['hækt']
21384,hacker,"['hækɝ', 'hækɚ']"
21385,hackers,"['hækɝz', 'hækɚz']"
21386,hacking,['hækɪŋ']
21387,hackles,['hækəlz']
21388,hackman,['hækmæn']
21389,hackman,['hækmən']
21390,hackney,['hækni']
21391,hackneyed,['hæknid']
21392,hacks,['hæks']
21393,hacksaw,['hæksɔ']
21394,had,['hæd']
21395,hadden,['hædən']
21396,haddock,['hædək']
21397,hade,['heɪd']
21398,hades,['heɪdiz']
21399,haen,['hin']
21400,haff,['hæf']
21401,hafnium,['hæfniəm']
21402,haft,['hæft']
21403,hag,['hæɡ']
21404,hagar,"['heɪɡɑɹ', 'heɪɡɒɹ']"
21405,hagar,"['heɪɡɝ', 'heɪɡɚ']"
21406,haggadah,['həɡʌdə']
21407,haggard,"['hæɡɝd', 'hæɡɚd']"
21408,haggle,['hæɡəl']
21409,haggled,['hæɡəld']
21410,haggling,['hæɡəlɪŋ']
21411,haggling,['hæɡlɪŋ']
21412,hague,['heɪɡ']
21413,hah,"['hɑ', 'hɒ']"
21414,haiku,['haɪku']
21415,hail,['heɪl']
21416,hailed,['heɪld']
21417,hailing,['heɪlɪŋ']
21418,hails,['heɪlz']
21419,hailstone,['heɪlstoʊn']
21420,hailstones,['heɪlstoʊnz']
21421,hailstorm,['heɪlstɔɹm']
21422,hair,['hɛɹ']
21423,haircut,['hɛɹkət']
21424,haircuts,['hɛɹkəts']
21425,hairdo,['hɛɹdu']
21426,hairdos,['hɛɹduz']
21427,hairdresser,"['hɛɹdɹɛsɝ', 'hɛɹdɹɛsɚ']"
21428,hairdressers,"['hɛɹdɹɛsɝz', 'hɛɹdɹɛsɚz']"
21429,hairdressing,['hɛɹdɹɛsɪŋ']
21430,haired,['hɛɹd']
21431,hairless,['hɛɹləs']
21432,hairline,['hɛɹlaɪn']
21433,hairs,['hɛɹz']
21434,hairspray,['hɛɹspɹeɪ']
21435,hairstyle,['hɛɹstaɪl']
21436,hairy,['hɛɹi']
21437,haiti,['heɪti']
21438,haitian,['heɪʃən']
21439,haitians,['heɪʃənz']
21440,hajj,['hædʒ']
21441,hake,['heɪk']
21442,hakeem,"['hɑkim', 'hɒkim']"
21443,hakim,"['hɑkim', 'hɒkim']"
21444,hakim,"['ɑkim', 'ɒkim']"
21445,halas,"['hɑləz', 'hɒləz']"
21446,halbert,"['hælbɝt', 'hælbɚt']"
21447,halcyon,['hælsiən']
21448,hale,['heɪl']
21449,hales,['heɪlz']
21450,half,['hæf']
21451,halfback,['hæfbæk']
21452,halfbacks,['hæfbæks']
21453,halftime,['hæftaɪm']
21454,halfway,['hæfweɪ']
21455,halfwit,['hæfwɪt']
21456,halfwits,['hæfwɪts']
21457,halibut,['hæləbət']
21458,halifax,['hælɪfæks']
21459,hall,['hɔl']
21460,hallelujah,['hæləlujə']
21461,hallmark,"['hɑlmɑɹk', 'hɑlmɒɹk', 'hɒlmɑɹk', 'hɒlmɒɹk']"
21462,hallmarks,"['hɔlmɑɹks', 'hɔlmɒɹks']"
21463,hallow,['hæloʊ']
21464,hallowed,['hæloʊd']
21465,halloween,['hæləwin']
21466,hallows,['hæloʊz']
21467,halls,['hɔlz']
21468,hallucinate,['həlusəneɪt']
21469,hallucinated,['həlusəneɪtɪd']
21470,hallucinates,['həlusəneɪts']
21471,hallucinating,['həlusəneɪtɪŋ']
21472,hallucinating,['həlusɪneɪtɪŋ']
21473,hallucination,['həlusəneɪʃən']
21474,hallucinations,['həlusəneɪʃənz']
21475,hallucinatory,['həlusənətɔɹi']
21476,hallucinogenic,['həlusənədʒɛnɪk']
21477,hallway,['hɔlweɪ']
21478,hallways,['hɔlweɪz']
21479,halo,['heɪloʊ']
21480,halogen,['hælədʒən']
21481,halos,['heɪloʊz']
21482,halt,['hɔlt']
21483,halted,['hɔltəd']
21484,halted,['hɔltɪd']
21485,halter,"['hɔltɝ', 'hɔltɚ']"
21486,halting,['hɔltɪŋ']
21487,haltingly,['hɔltɪŋli']
21488,halts,['hɔlts']
21489,halve,['hæv']
21490,halved,['hævd']
21491,halves,['hævz']
21492,ham,['hæm']
21493,hamada,"['hɑmɑdə', 'hɑmɒdə', 'hɒmɑdə', 'hɒmɒdə']"
21494,haman,['heɪmən']
21495,hamburg,"['hæmbɝɡ', 'hæmbɚɡ']"
21496,hamburger,"['hæmbɝɡɝ', 'hæmbɝɡɚ', 'hæmbɚɡɝ', 'hæmbɚɡɚ']"
21497,hamburgers,"['hæmbɝɡɝz', 'hæmbɝɡɚz', 'hæmbɚɡɝz', 'hæmbɚɡɚz']"
21498,hamel,['hæməl']
21499,hames,['heɪmz']
21500,hamilton,['hæməltən']
21501,hamlet,['hæmlət']
21502,hamlet,['hæmlɪt']
21503,hamlets,['hæmləts']
21504,hammer,"['hæmɝ', 'hæmɚ']"
21505,hammered,"['hæmɝd', 'hæmɚd']"
21506,hammering,"['hæmɝɪŋ', 'hæmɚɪŋ']"
21507,hammerlock,"['hæmɝlɑk', 'hæmɝlɒk', 'hæmɚlɑk', 'hæmɚlɒk']"
21508,hammers,"['hæmɝz', 'hæmɚz']"
21509,hammersmith,"['hæmɝsmɪθ', 'hæmɚsmɪθ']"
21510,hammock,['hæmək']
21511,hammocks,['hæməks']
21512,hamper,"['hæmpɝ', 'hæmpɚ']"
21513,hampered,"['hæmpɝd', 'hæmpɚd']"
21514,hampers,"['hæmpɝz', 'hæmpɚz']"
21515,hampshire,"['hæmpʃɝ', 'hæmpʃɚ']"
21516,hampshire,"['hæmʃɝ', 'hæmʃɚ']"
21517,hampshire,"['hæmpʃaɪɝ', 'hæmpʃaɪɚ']"
21518,hampshire,"['hæmʃaɪɝ', 'hæmʃaɪɚ']"
21519,hams,['hæmz']
21520,hamster,"['hæmstɝ', 'hæmstɚ']"
21521,hamsters,"['hæmstɝz', 'hæmstɚz']"
21522,hamstring,['hæmstɹɪŋ']
21523,hamstrings,['hæmstɹɪŋz']
21524,hamstrung,['hæmstɹəŋ']
21525,han,"['hɑn', 'hɒn']"
21526,han,['hæn']
21527,hanbury,['hænbɛɹi']
21528,hand,['hænd']
21529,handbag,['hændbæɡ']
21530,handbags,['hændbæɡz']
21531,handball,['hændbɔl']
21532,handbill,['hændbɪl']
21533,handbills,['hændbɪlz']
21534,handbook,['hændbʊk']
21535,handbooks,['hændbʊks']
21536,handclasp,['hændklæsp']
21537,handcraft,['hændkɹæft']
21538,handcrafted,['hændkɹæftɪd']
21539,handcuff,['hændkəf']
21540,handcuffed,['hændkəft']
21541,handcuffing,['hændkəfɪŋ']
21542,handcuffs,['hændkəfs']
21543,handed,['hændəd']
21544,handed,['hændɪd']
21545,handedness,['hændədnəs']
21546,handel,['hændəl']
21547,handful,['hændfʊl']
21548,handfuls,['hændfʊlz']
21549,handgun,['hændɡən']
21550,handguns,['hændɡənz']
21551,handheld,['hændhɛld']
21552,handhold,['hændhoʊld']
21553,handicap,['hændikæp']
21554,handicapped,['hændikæpt']
21555,handicapper,"['hændikæpɝ', 'hændikæpɚ']"
21556,handicapping,['hændikæpɪŋ']
21557,handicaps,['hændikæps']
21558,handicraft,['hændikɹæft']
21559,handicrafts,['hændikɹæfts']
21560,handier,"['hændiɝ', 'hændiɚ']"
21561,handiest,['hændiəst']
21562,handily,['hændəli']
21563,handing,['hændɪŋ']
21564,handiwork,"['hændiwɝk', 'hændiwɚk']"
21565,handkerchief,"['hæŋkɝtʃɪf', 'hæŋkɚtʃɪf']"
21566,handkerchief,"['hæŋkɝtʃif', 'hæŋkɚtʃif']"
21567,handkerchiefs,"['hæŋkɝtʃəfs', 'hæŋkɚtʃəfs']"
21568,handkerchiefs,"['hæŋkɝtʃifs', 'hæŋkɚtʃifs']"
21569,handle,['hændəl']
21570,handlebar,"['hændəlbɑɹ', 'hændəlbɒɹ']"
21571,handlebars,"['hændəlbɑɹz', 'hændəlbɒɹz']"
21572,handled,['hændəld']
21573,handler,"['hændlɝ', 'hændlɚ']"
21574,handler,"['hændəlɝ', 'hændəlɚ']"
21575,handlers,"['hændlɝz', 'hændlɚz']"
21576,handlers,"['hændəlɝz', 'hændəlɚz']"
21577,handles,['hændəlz']
21578,handling,['hændlɪŋ']
21579,handling,['hændəlɪŋ']
21580,handmade,['hændmeɪd']
21581,handmade,['hænmeɪd']
21582,handout,['hændaʊt']
21583,handouts,['hændaʊts']
21584,handover,"['hændoʊvɝ', 'hændoʊvɚ']"
21585,handpick,['hændpɪk']
21586,handpicked,['hændpɪkt']
21587,handrail,['hændɹeɪl']
21588,handrails,['hændɹeɪlz']
21589,hands,['hændz']
21590,hands,['hænz']
21591,handsaw,['hændsɔ']
21592,handset,['hændsɛt']
21593,handsets,['hændsɛts']
21594,handshake,['hændʃeɪk']
21595,handshakes,['hændʃeɪks']
21596,handshaking,['hændʃeɪkɪŋ']
21597,handsome,['hænsəm']
21598,handsomely,['hænsəmli']
21599,handstand,['hændstænd']
21600,handstands,['hændstændz']
21601,handwoven,['hændwoʊvən']
21602,handwoven,['hænwoʊvən']
21603,handwriting,['hændɹaɪtɪŋ']
21604,handwritten,['hændɹɪtən']
21605,handy,['hændi']
21606,handyman,['hændimæn']
21607,handymen,['hændimɛn']
21608,hang,['hæŋ']
21609,hangar,"['hæŋɝ', 'hæŋɚ']"
21610,hangars,"['hæŋɝz', 'hæŋɚz']"
21611,hanged,['hæŋd']
21612,hanger,"['hæŋɝ', 'hæŋɚ']"
21613,hangers,"['hæŋɝz', 'hæŋɚz']"
21614,hanging,['hæŋɪŋ']
21615,hanging,['hæŋɡɪŋ']
21616,hangings,['hæŋɡɪŋz']
21617,hangman,['hæŋmən']
21618,hangout,['hæŋaʊt']
21619,hangouts,['hæŋaʊts']
21620,hangover,"['hæŋoʊvɝ', 'hæŋoʊvɚ']"
21621,hangovers,"['hæŋoʊvɝz', 'hæŋoʊvɚz']"
21622,hangs,['hæŋz']
21623,hangup,['hæŋɡəp']
21624,hangups,['hæŋɡəps']
21625,hank,['hæŋk']
21626,hanker,"['hæŋkɝ', 'hæŋkɚ']"
21627,hankering,"['hæŋkɝɪŋ', 'hæŋkɚɪŋ']"
21628,hanks,['hæŋks']
21629,hanky,['hæŋki']
21630,hanna,['hænə']
21631,hanoi,['hænɔɪ']
21632,hanover,"['hænoʊvɝ', 'hænoʊvɚ']"
21633,hans,"['hɑns', 'hɒns']"
21634,hans,['hænz']
21635,hansard,"['hænsɝd', 'hænsɚd']"
21636,hansel,['hænsəl']
21637,hansom,['hænsəm']
21638,hanukkah,"['hɑnəkə', 'hɒnəkə']"
21639,hao,['haʊ']
21640,hap,['hæp']
21641,haphazard,"['hæphæzɝd', 'hæphæzɚd']"
21642,haphazardly,"['hæfəzɝdli', 'hæfəzɚdli']"
21643,haphazardly,"['hæphæzɝdli', 'hæphæzɚdli']"
21644,hapless,['hæpləs']
21645,happen,['hæpən']
21646,happened,['hæpənd']
21647,happening,['hæpənɪŋ']
21648,happening,['hæpnɪŋ']
21649,happenings,['hæpənɪŋz']
21650,happenings,['hæpnɪŋz']
21651,happens,['hæpənz']
21652,happenstance,['hæpənstæns']
21653,happier,"['hæpiɝ', 'hæpiɚ']"
21654,happiest,['hæpiəst']
21655,happily,['hæpəli']
21656,happiness,['hæpinəs']
21657,happy,['hæpi']
21658,hapsburg,"['hæpsbɝɡ', 'hæpsbɚɡ']"
21659,harangue,"['hɝæŋ', 'hɚæŋ']"
21660,harangued,"['hɝæŋd', 'hɚæŋd']"
21661,haranguing,"['hɝæŋɪŋ', 'hɚæŋɪŋ']"
21662,harass,"['hɝæs', 'hɚæs']"
21663,harassed,"['hɝæst', 'hɚæst']"
21664,harasser,"['hɝæsɝ', 'hɝæsɚ', 'hɚæsɝ', 'hɚæsɚ']"
21665,harassers,"['hɝæsɝz', 'hɝæsɚz', 'hɚæsɝz', 'hɚæsɚz']"
21666,harasses,"['hɝæsɪz', 'hɚæsɪz']"
21667,harassing,"['hɝæsɪŋ', 'hɚæsɪŋ']"
21668,harassment,"['hɝæsmənt', 'hɚæsmənt']"
21669,harbinger,"['hɑɹbɪndʒɝ', 'hɑɹbɪndʒɚ', 'hɒɹbɪndʒɝ', 'hɒɹbɪndʒɚ']"
21670,harbingers,"['hɑɹbɪŋɝz', 'hɑɹbɪŋɚz', 'hɒɹbɪŋɝz', 'hɒɹbɪŋɚz']"
21671,harbor,"['hɑɹbɝ', 'hɑɹbɚ', 'hɒɹbɝ', 'hɒɹbɚ']"
21672,harbored,"['hɑɹbɝd', 'hɑɹbɚd', 'hɒɹbɝd', 'hɒɹbɚd']"
21673,harboring,"['hɑɹbɝɪŋ', 'hɑɹbɚɪŋ', 'hɒɹbɝɪŋ', 'hɒɹbɚɪŋ']"
21674,harbors,"['hɑɹbɝz', 'hɑɹbɚz', 'hɒɹbɝz', 'hɒɹbɚz']"
21675,harbour,"['hɑɹbɝ', 'hɑɹbɚ', 'hɒɹbɝ', 'hɒɹbɚ']"
21676,hard,"['hɑɹd', 'hɒɹd']"
21677,hardback,"['hɑɹdbæk', 'hɒɹdbæk']"
21678,hardball,"['hɑɹdbɔl', 'hɒɹdbɔl']"
21679,hardcore,"['hɑɹdkɔɹ', 'hɒɹdkɔɹ']"
21680,hardcover,"['hɑɹdkəvɝ', 'hɑɹdkəvɚ', 'hɒɹdkəvɝ', 'hɒɹdkəvɚ']"
21681,harden,"['hɑɹdən', 'hɒɹdən']"
21682,hardened,"['hɑɹdənd', 'hɒɹdənd']"
21683,hardening,"['hɑɹdənɪŋ', 'hɒɹdənɪŋ']"
21684,hardening,"['hɑɹdnɪŋ', 'hɒɹdnɪŋ']"
21685,hardens,"['hɑɹdənz', 'hɒɹdənz']"
21686,harder,"['hɑɹdɝ', 'hɑɹdɚ', 'hɒɹdɝ', 'hɒɹdɚ']"
21687,hardest,"['hɑɹdəst', 'hɒɹdəst']"
21688,hardhead,"['hɑɹdhɛd', 'hɒɹdhɛd']"
21689,hardheaded,"['hɑɹdhɛdɪd', 'hɒɹdhɛdɪd']"
21690,hardier,"['hɑɹdiɝ', 'hɑɹdiɚ', 'hɒɹdiɝ', 'hɒɹdiɚ']"
21691,hardiest,"['hɑɹdiəst', 'hɒɹdiəst']"
21692,harding,"['hɑɹdɪŋ', 'hɒɹdɪŋ']"
21693,hardline,"['hɑɹdlaɪn', 'hɒɹdlaɪn']"
21694,hardliner,"['hɑɹdlaɪnɝ', 'hɑɹdlaɪnɚ', 'hɒɹdlaɪnɝ', 'hɒɹdlaɪnɚ']"
21695,hardliners,"['hɑɹdlaɪnɝz', 'hɑɹdlaɪnɚz', 'hɒɹdlaɪnɝz', 'hɒɹdlaɪnɚz']"
21696,hardly,"['hɑɹdli', 'hɒɹdli']"
21697,hardness,"['hɑɹdnəs', 'hɒɹdnəs']"
21698,hardscrabble,"['hɑɹdskɹæbəl', 'hɒɹdskɹæbəl']"
21699,hardship,"['hɑɹdʃɪp', 'hɒɹdʃɪp']"
21700,hardships,"['hɑɹdʃɪps', 'hɒɹdʃɪps']"
21701,hardware,"['hɑɹdwɛɹ', 'hɒɹdwɛɹ']"
21702,hardwired,"['hɑɹdwaɪɝd', 'hɑɹdwaɪɚd', 'hɒɹdwaɪɝd', 'hɒɹdwaɪɚd']"
21703,hardwood,"['hɑɹdwʊd', 'hɒɹdwʊd']"
21704,hardworking,"['hɑɹdwɝkɪŋ', 'hɑɹdwɚkɪŋ', 'hɒɹdwɝkɪŋ', 'hɒɹdwɚkɪŋ']"
21705,hardy,"['hɑɹdi', 'hɒɹdi']"
21706,hare,['hɛɹ']
21707,harebrained,['hɛɹbɹeɪnd']
21708,harem,['hɛɹəm']
21709,hares,['hɛɹz']
21710,haring,['hɛɹɪŋ']
21711,hark,"['hɑɹk', 'hɒɹk']"
21712,harken,"['hɑɹkən', 'hɒɹkən']"
21713,harkens,"['hɑɹkənz', 'hɒɹkənz']"
21714,harle,"['hɑɹəl', 'hɒɹəl']"
21715,harlem,"['hɑɹləm', 'hɒɹləm']"
21716,harlequin,"['hɑɹləkwən', 'hɒɹləkwən']"
21717,harling,"['hɑɹlɪŋ', 'hɒɹlɪŋ']"
21718,harlot,"['hɑɹlət', 'hɒɹlət']"
21719,harm,"['hɑɹm', 'hɒɹm']"
21720,harman,"['hɑɹmən', 'hɒɹmən']"
21721,harmed,"['hɑɹmd', 'hɒɹmd']"
21722,harmel,"['hɑɹməl', 'hɒɹməl']"
21723,harmer,"['hɑɹmɝ', 'hɑɹmɚ', 'hɒɹmɝ', 'hɒɹmɚ']"
21724,harmful,"['hɑɹmfəl', 'hɒɹmfəl']"
21725,harming,"['hɑɹmɪŋ', 'hɒɹmɪŋ']"
21726,harmless,"['hɑɹmləs', 'hɒɹmləs']"
21727,harmlessly,"['hɑɹmləsli', 'hɒɹmləsli']"
21728,harmonia,"['hɑɹmoʊniə', 'hɒɹmoʊniə']"
21729,harmonic,"['hɑɹmɑnɪk', 'hɑɹmɒnɪk', 'hɒɹmɑnɪk', 'hɒɹmɒnɪk']"
21730,harmonica,"['hɑɹmɑnɪkə', 'hɑɹmɒnɪkə', 'hɒɹmɑnɪkə', 'hɒɹmɒnɪkə']"
21731,harmonics,"['hɑɹmɑnɪks', 'hɑɹmɒnɪks', 'hɒɹmɑnɪks', 'hɒɹmɒnɪks']"
21732,harmonies,"['hɑɹməniz', 'hɒɹməniz']"
21733,harmonious,"['hɑɹmoʊniəs', 'hɒɹmoʊniəs']"
21734,harmoniously,"['hɑɹmoʊniəsli', 'hɒɹmoʊniəsli']"
21735,harmonium,"['hɑɹmoʊniəm', 'hɒɹmoʊniəm']"
21736,harmonize,"['hɑɹmənaɪz', 'hɒɹmənaɪz']"
21737,harmonizing,"['hɑɹmənaɪzɪŋ', 'hɒɹmənaɪzɪŋ']"
21738,harmony,"['hɑɹməni', 'hɒɹməni']"
21739,harms,"['hɑɹmz', 'hɒɹmz']"
21740,harn,"['hɑɹn', 'hɒɹn']"
21741,harness,"['hɑɹnəs', 'hɒɹnəs']"
21742,harness,"['hɑɹnɪs', 'hɒɹnɪs']"
21743,harnessed,"['hɑɹnəst', 'hɒɹnəst']"
21744,harnesses,"['hɑɹnəsəz', 'hɒɹnəsəz']"
21745,harnesses,"['hɑɹnəsɪz', 'hɒɹnəsɪz']"
21746,harnessing,"['hɑɹnəsɪŋ', 'hɒɹnəsɪŋ']"
21747,harold,['hɛɹəld']
21748,harp,"['hɑɹp', 'hɒɹp']"
21749,harped,"['hɑɹpt', 'hɒɹpt']"
21750,harper,"['hɑɹpɝ', 'hɑɹpɚ', 'hɒɹpɝ', 'hɒɹpɚ']"
21751,harpers,"['hɑɹpɝz', 'hɑɹpɚz', 'hɒɹpɝz', 'hɒɹpɚz']"
21752,harpin,"['hɑɹpæn', 'hɒɹpæn']"
21753,harping,"['hɑɹpɪŋ', 'hɒɹpɪŋ']"
21754,harpist,"['hɑɹpɪst', 'hɒɹpɪst']"
21755,harpists,"['hɑɹpɪsts', 'hɒɹpɪsts']"
21756,harpoon,"['hɑɹpun', 'hɒɹpun']"
21757,harpoons,"['hɑɹpunz', 'hɒɹpunz']"
21758,harps,"['hɑɹps', 'hɒɹps']"
21759,harpsichord,"['hɑɹpsəkɔɹd', 'hɒɹpsəkɔɹd']"
21760,harr,['hæɹ']
21761,harried,['hɛɹid']
21762,harriet,['hɛɹiət']
21763,harris,['hɛɹɪs']
21764,harrison,['hɛɹɪsən']
21765,harrow,['hæɹoʊ']
21766,harrowing,['hɛɹoʊɪŋ']
21767,harry,['hɛɹi']
21768,harsh,"['hɑɹʃ', 'hɒɹʃ']"
