Word,Pronunciation
overdone, ˌoʊvɚˈdʌn ˌoʊ·vərˈdʌn
overdose, ˈoʊvɚdoʊs ˈoʊvɚdoʊs ˈoʊ·vərˌdoʊs
overdraft, ˈoʊvɚdræft ˈəʊvərˌdræft
overdrawn, ˌoʊvɚˈdrɑːn ˌoʊ·vərˈdrɔn
overdrive, ˈoʊvɚdraɪv ˈoʊ·vərˌdrɑɪv
overdue, ˌoʊvɚˈduː ˌoʊ·vərˈdu ˌəʊvərˈduː ˌəʊvərˈduː
overeager, ˌoʊvɚˈiːɡɚ
overeat, ˌoʊvɚˈiːt ˌoʊ·vərˈit
overeating, ˌoʊvɚˈiːt̬ɪŋ
overestimate, ˌoʊvɚˈestəmeɪt ˌoʊvɚˈestəmeɪt ˌoʊvɚˈestəmeɪt ˌoʊ·vərˈes·təˌmeɪt
overexcite, ˌoʊvɚɪkˈsaɪt
overexcited, ˌoʊvɚɪkˈsaɪt̬ɪd ˌoʊvɚɪkˈsaɪt̬ɪd
overexpose, ˌoʊvɚɪkˈspoʊz ˌoʊvɚɪkˈspoʊz ˌoʊvɚɪkˈspoʊz
overexposed, ˌoʊvɚɪkˈspoʊzd ˌoʊvɚɪkˈspoʊzd ˌoʊvɚɪkˈspoʊzd ˌoʊvɚɪkˈspoʊzd
overexposure, ˌoʊvɚɪkˈspoʊʒɚ ˌoʊvɚɪkˈspoʊʒɚ ˌoʊvɚɪkˈspoʊʒɚ
overfed, ˌoʊvɚˈfed
overfeed, ˌoʊvɚˈfiːd
overfishing, ˌoʊvɚˈfɪʃɪŋ
overflight, ˈoʊvɚflaɪt
overflow, ˌoʊvɚˈfloʊ ˌoʊvɚˈfloʊ ˌoʊvɚˈfloʊ ˌoʊvɚˈfloʊ ˌoʊ·vərˈfloʊ
overgrown, ˌoʊvɚˈɡroʊn ˌoʊvɚˈɡroʊn ˌoʊvɚˈɡroʊn ˌoʊ·vərˈɡroʊn ˌoʊ·vərˈɡroʊn
overhang, ˌoʊvɚˈhæŋ ˌoʊvɚˈhæŋ ˌoʊ·vərˈhæŋ
overhanging, ˈoʊvɚˈhæŋɪŋ
overhaul, oʊvɚˈhɑːl oʊvɚˈhɑːl oʊvɚˈhɑːl ˌoʊ·vərˈhɔl
overhead, ˈoʊvɚhed ˈoʊ·vərˌhed
overhear, ˌoʊvɚˈhɪr ˌoʊ·vərˈhɪər
overheat, ˌoʊvɚˈhiːt ˌoʊvɚˈhiːt
overheated, ˌoʊvɚˈhiːt̬ɪd
overhung, ˌoʊvɚˈhʌŋ
overjoyed, ˌoʊvɚˈdʒɔɪd ˌoʊ·vərˈdʒɔɪd
overkill, ˈoʊvɚkɪl ˈoʊ·vərˌkɪl
overland," ˈoʊvɚlænd ˈoʊ·vərˌlænd, -lənd"
overlap, ˌoʊvɚˈlæp ˌoʊvɚˈlæp ˌoʊvɚˈlæp ˌoʊ·vərˈlæp ˌoʊ·vərˈlæp
overlapping, ˌoʊvɚˈlæpɪŋ ˌoʊvɚˈlæpɪŋ ˌoʊvɚˈlæpɪŋ
overlay, ˌoʊvɚˈleɪ
overload, ˌoʊvɚˈloʊd ˌoʊvɚˈloʊd ˌoʊvɚˈloʊd ˌoʊ·vərˈloʊd ˌoʊ·vərˈloʊd
overloaded, ˌoʊvɚˈloʊdɪd
overlook, ˌoʊvɚˈlʊk ˌoʊvɚˈlʊk ˌoʊvɚˈlʊk ˌoʊ·vərˈlʊk ˌoʊ·vərˈlʊk ˌoʊ·vərˈlʊk
overlord, ˈoʊvɚlɔːrd
overly, ˈoʊvɚli ˈoʊ·vər·li
overmatch, ˌoʊvɚˈmætʃ
overmatched, ˌoʊvɚˈmætʃt
overnight, ˌoʊvɚˈnaɪt ˌoʊvɚˈnaɪt ˈoʊ·vərˈnɑɪt
overnighter, ˌoʊvɚˈnaɪt̬ɚ ˌoʊvɚˈnaɪt̬ɚ ˌoʊvɚˈnaɪt̬ɚ ˌoʊvɚˈnaɪt̬ɚ
overpaid, ˌoʊvɚˈpeɪd ˌoʊvɚˈpeɪd
overpass, ˈoʊvɚpæs ˈoʊ·vərˌpæs
overpay, ˌoʊvɚˈpeɪ ˌoʊvɚˈpeɪ
overpayment, ˌoʊvɚˈpeɪmənt
overplay, ˌoʊvɚˈpleɪ
overpopulated, ˌoʊvɚˈpɑːpjəleɪt̬ɪd ˌoʊ·vərˈpɑp·jəˌleɪ·t̬ɪd
overpopulation, ˌoʊvɚˌpɑːpjəˈleɪʃən
overpower," ˌoʊvɚˈpaʊɚ ˌoʊvɚˈpaʊɚ ˌoʊ·vərˈpɑʊ·ər, -ˈpɑʊər"
overpowered, ˌoʊvɚˈpaʊɚd
overpowering, ˌoʊvɚˈpaʊɚɪŋ
overpriced, ˌoʊvɚˈpraɪst ˌoʊ·vərˈprɑɪst
overproduce, ˌoʊvɚprəˈduːs ˌəʊvərprəˈduːs
overproduction, ˌoʊvɚprəˈdʌkʃən
overprotective, ˌoʊvɚprəˈtektɪv
overqualified, ˌoʊvɚˈkwɑːləfaɪd
overran, ˌoʊvɚˈræn ˌoʊ·vərˈræn
overrate, ˌoʊvɚˈreɪt
overrated, ˌoʊvɚˈreɪt̬ɪd ˌoʊ·vərˈreɪ·t̬ɪd
overreach, ˌoʊvɚˈriːtʃ ˌoʊvɚˈriːtʃ ˌoʊvɚˈriːtʃ
overreact, ˌoʊvɚriˈækt ˌoʊ·vər·riˈækt
overreaction, ˌoʊvɚriˈækʃən
override, ˌoʊvɚˈraɪd ˌoʊvɚˈraɪd ˌoʊvɚˈraɪd ˌoʊvɚˈraɪd ˌoʊvɚˈraɪd ˌoʊ·vərˈrɑɪd
overriding, ˌoʊvɚˈraɪdɪŋ ˌoʊ·vərˈrɑɪ·dɪŋ
overripe, ˌoʊvɚˈraɪp
overrule, ˌoʊvɚˈruːl ˌoʊ·vərˈrul
overrun, ˌoʊvɚˈrʌn ˌoʊvɚˈrʌn ˌoʊ·vərˈrʌn
overseas, ˌoʊvɚˈsiːz ˈoʊ·vərˈsiz
oversee, ˌoʊvɚˈsiː ˌoʊ·vərˈsi
overseer, ˈoʊvɚˌsiːɚ
oversell, ˌoʊvɚˈsel
oversensitive, ˌoʊvɚˈsensət̬ɪv ˌoʊvɚˈsensət̬ɪv
overshadow, ˌoʊvɚˈʃædoʊ ˌoʊvɚˈʃædoʊ ˌoʊ·vərˈʃæd·oʊ
overshoot, ˌoʊvɚˈʃuːt ˌoʊ·vərˈʃut
oversight, ˈoʊvɚsaɪt ˈoʊvɚsaɪt ˈoʊ·vərˌsɑɪt ˈoʊ·vərˌsɑɪt
oversimplification, ˌoʊvɚˌsɪmpləfəˈkeɪʃən
oversimplify, ˌoʊvɚˈsɪmpləfaɪ ˌoʊ·vərˈsɪm·pləˌfɑɪ
oversized, ˈoʊ·vərˌsɑɪzd
oversleep, ˌoʊvɚˈsliːp ˌoʊ·vərˈslip
oversold, ˌoʊvɚˈsoʊld
overspend, ˌoʊvɚˈspend
overspending, ˌoʊvɚˈspendɪŋ
overstaffed, ˌoʊvɚˈstæft ˌəʊvərˈstæft
overstate, ˌoʊvɚˈsteɪt ˌoʊ·vərˈsteɪt
overstatement, ˌoʊvɚˈsteɪtmənt
overstay, ˌoʊvɚˈsteɪ
overstep, ˌoʊvɚˈstep ˌoʊ·vərˈstep
overstock, ˌoʊvɚˈstɑːk
overstuffed, ˌoʊvɚˈstʌft ˌoʊvɚˈstʌft
overt, oʊˈvɝːt oʊˈvɜrt
overtake, ˌoʊvɚˈteɪk ˌoʊvɚˈteɪk ˌoʊvɚˈteɪk ˌoʊ·vərˈteɪk ˌoʊ·vərˈteɪk
overtax, ˌoʊvɚˈtæks ˌoʊvɚˈtæks
overthrow, ˌoʊvɚˈθroʊ ˌoʊvɚˈθroʊ ˌoʊ·vərˈθroʊ
overtime, ˈoʊvɚtaɪm ˈoʊvɚtaɪm ˈoʊ·vərˌtɑɪm ˈoʊ·vərˌtɑɪm
overtly, oʊˈvɝːtli
overtone, ˈoʊvɚtoʊn ˈoʊvɚtoʊn ˈoʊ·vərˌtoʊn
overtook, ˌoʊvɚˈtʊk ˌoʊ·vərˈtʊk
overture," ˈoʊvɚtʃɚ ˈoʊvɚtʃɚ ˈoʊ·vər·tʃər, -ˌtʃʊr ˈoʊ·vər·tʃər, -ˌtʃʊr"
overturn, ˌoʊvɚˈtɝːn ˌoʊvɚˈtɝːn ˌoʊvɚˈtɝːn ˌoʊ·vərˈtɜrn ˌoʊ·vərˈtɜrn
overuse, ˌoʊvɚˈjuːz ˌoʊ·vərˈjuz
overview, ˈoʊvɚvjuː ˈoʊ·vərˌvju
overweight, ˌoʊvɚˈweɪt ˌoʊvɚˈweɪt ˈoʊ·vərˈweɪt
overwhelm," ˌoʊvɚˈwelm ˌoʊvɚˈwelm ˌoʊvɚˈwelm ˌoʊvɚˈwelm ˌoʊ·vərˈhwelm, -ˈwelm ˌoʊ·vərˈhwelm, -ˈwelm"
overwhelming," ˌoʊvɚˈwelmɪŋ ˌoʊvɚˈwelmɪŋ ˌoʊ·vərˈhwel·mɪŋ, -ˈwel·mɪŋ"
overwhelmingly, ˌoʊvɚˈwelmɪŋli
overwork, ˌoʊvɚˈwɝːk ˌoʊ·vərˈwɜrk
overworked, ˌoʊvɚˈwɝːkt ˌoʊvɚˈwɝːkt
overwrite, ˌoʊvɚˈraɪt ˌoʊvɚˈraɪt
overwrought, ˌoʊvɚˈrɑːt
overzealous, ˌoʊvɚˈzeləs
ovoid, ˈoʊvɔɪd
ovulation, ˌɑːvjuːˈleɪʃən
ovum, ˈoʊvəm ˈoʊ·vəm
ow, aʊ ɑʊ
owe, oʊ oʊ oʊ oʊ
owing, ˈoʊɪŋ
owl, aʊl aʊl ɑʊl
own, oʊn oʊn
owner, ˈoʊnɚ
ownership, ˈoʊnɚʃɪp ˈoʊ·nərˌʃɪp
ox, ɑːks ɑks
oxen, ˈɑːksən
oxidation, ˌɑːksəˈdeɪʃən ˌɑk·sɪˈdeɪ·ʃən ˌɑk·sɪˈdeɪ·ʃən
oxide, ˈɑːksaɪd ˈɑk·sɑɪd
oxygen, ˈɑːksɪdʒən ˈɑk·sɪ·dʒən
oxygenate, ˈɑːksɪdʒəneɪt ˈɑk·sɪ·dʒəˌneɪt
oxymoron," ˌɑːksɪˈmɔːrɑːn ˌɑk·sɪˈmɔr·ɑn, -ˈmoʊr-"
oxytocin, ˌɑːksɪˈtoʊsɪn
oy, ɔɪ ɔɪ
oyster, ˈɔɪstɚ ˈɔɪstɚ ˈɔɪ·stər
ozone, ˈoʊzoʊn ˈoʊzoʊn ˈoʊ·zoʊn
p, piː
pa," pɑː pɑ, pɔ"
pace, peɪs peɪs peɪs peɪs
pacemaker, ˈpeɪsˌmeɪkɚ ˈpeɪsˌmeɪkɚ ˈpeɪsˌmeɪ·kər
pacific, pəˈsɪfɪk
pacification, ˌpæsəfəˈkeɪʃən
pacifier, ˈpæsəfaɪɚ ˈpæsəfaɪɚ ˈpæs·əˌfɑɪ·ər
pacifism, ˈpæsəfɪzəm ˈpæs·əˌfɪz·əm
pacifist, ˈpæsəfɪst
pacify, ˈpæsəfaɪ ˈpæsəfaɪ ˈpæs·əˌfɑɪ ˈpæs·əˌfɑɪ
pack, pæk pæk pæk pæk pæk pæk pæk pæk
package, ˈpækɪdʒ ˈpækɪdʒ ˈpækɪdʒ ˈpækɪdʒ ˈpækɪdʒ ˈpæk·ɪdʒ ˈpæk·ɪdʒ
packaged, ˈpækɪdʒd
packaging, ˈpækɪdʒɪŋ
packed, pækt
packer, ˈpækɚ ˈpæk·ər
packet, ˈpækɪt ˈpækɪt ˈpækɪt ˈpækɪt ˈpækɪt ˈpækɪt ˈpæk·ɪt ˈpæk·ɪt
packing, ˈpækɪŋ ˈpækɪŋ ˈpæk·ɪŋ
pact, pækt pækt
pad, pæd pæd pæd pæd pæd pæd pæd pæd pæd
padded, ˈpædɪd ˈpædɪd ˈpædɪd
padding, ˈpædɪŋ ˈpædɪŋ
paddle, ˈpædəl ˈpædəl ˈpædəl ˈpæd·əl ˈpæd·əl
paddock, ˈpædək ˈpædək ˈpædək
paddy, ˈpædi
padlock, ˈpædlɑːk ˈpædˌlɑk
padre, ˈpɑːdri
paean, ˈpiːən
pagan, ˈpeɪɡən ˈpeɪɡən ˈpeɪ·ɡən
paganism, ˈpeɪɡənɪzəm ˈpeɪɡənɪzəm
page, peɪdʒ peɪdʒ peɪdʒ peɪdʒ peɪdʒ peɪdʒ peɪdʒ peɪdʒ peɪdʒ
pageant, ˈpædʒənt ˈpædʒənt ˈpædʒənt ˈpædʒ·ənt
pageantry, ˈpædʒəntri
pager, ˈpeɪdʒɚ ˈpeɪ·dʒər
pagoda, pəˈɡoʊdə pəˈɡoʊ·də
paid, peɪd peɪd
pail, peɪl peɪl
pain, peɪn peɪn peɪn
pained, peɪnd
painful, ˈpeɪnfəl ˈpeɪnfəl
painfully, ˈpeɪnfəli ˈpeɪnfəli ˈpeɪn·fə·li ˈpeɪn·fə·li
painkiller, ˈpeɪnˌkɪlɚ ˈpeɪnˌkɪl·ər
painless, ˈpeɪnləs ˈpeɪnləs ˈpeɪn·ləs
painlessly, ˈpeɪnləsli ˈpeɪnləsli
painstaking," ˈpeɪnzˌteɪkɪŋ ˈpeɪnzˌteɪ·kɪŋ, ˈpeɪnˌsteɪ-"
painstakingly, ˈpeɪnzˌteɪkɪŋli
paint, peɪnt peɪnt
paintball, ˈpeɪntbɑːl
paintbrush, ˈpeɪntbrʌʃ ˈpeɪntˌbrʌʃ
painter, ˈpeɪnt̬ɚ ˈpeɪnt̬ɚ ˈpeɪn·tər
painterly, ˈpeɪntɚli
painting, ˈpeɪnt̬ɪŋ ˈpeɪnt̬ɪŋ ˈpeɪn·tɪŋ
pair, per per per per peər
pairing, ˈperɪŋ
paisley, ˈpeɪzli ˈpeɪz·li
pajama, pəˈdʒɑːmə
pajamas," pəˈdʒɑːməz pəˈdʒɑ·məz, -ˈdʒæm·əz"
pal, pæl pæl pæl
palace, ˈpælɪs ˈpælɪs ˈpæl·əs
paladin, ˈpælədɪn
palatable, ˈpælət̬əbəl ˈpælət̬əbəl ˈpæl·ə·t̬ə·bəl ˈpæl·ə·t̬ə·bəl
palate, ˈpælət ˈpælət ˈpæl·ət ˈpæl·ət
palatial, pəˈleɪʃəl pəˈleɪ·ʃəl
palatine, ˈpælətaɪn
palazzo, pəˈlɑːtsoʊ
pale, peɪl peɪl peɪl
paleontology," ˌpeɪ·li·ənˈtɑl·ə·dʒi, ˌpæl·i-"
palette, ˈpælət ˈpælət ˈpælət ˈpælət ˈpælət ˈpæl·ɪt
palimony, ˈpæləmoʊni
palisades, ˈpæləseɪd
pall, pɑːl pɑːl pɑːl pɑːl pɔl pɔl
pallet, ˈpælɪt ˈpælɪt
palliative, ˈpæliət̬ɪv ˈpæliət̬ɪv
pallid, ˈpælɪd ˈpælɪd ˈpæl·ɪd
palm," pɑːm pɑːm pɑm, pɑlm"
palmetto, pɑːlˈmet̬oʊ
palmistry, ˈpɑːmɪstri
palomino, ˌpæləˈmiːnoʊ
palpable, ˈpælpəbəl ˈpæl·pə·bəl
palpitate, ˈpælpəteɪt
palpitation, ˌpælpəˈteɪʃən ˌpæl·pəˈteɪ·ʃənz
palsy, ˈpɑːlzi ˈpɑːlzi
paltry, ˈpɑːltri ˈpɑːltri ˈpɔl·tri
pampas, ˈpæmpəs
pamper, ˈpæmpɚ ˈpæm·pər
pampered, ˈpæmpɚd
pamphlet, ˈpæmflət ˈpæm·flɪt
pan, pæn pæn pæn pæn pæn
panacea, ˌpænəˈsiːə ˌpænəˈsiːə ˌpæn·əˈsi·ə
panache, pəˈnæʃ
panama, ˈpænəmɑː
pancake, ˈpænkeɪk ˈpænkeɪk ˈpænˌkeɪk
pancreas," ˈpæŋkriəs ˈpæn·kri·əs, ˈpæŋ-"
pancreatic, pæŋkriˈætik
panda, ˈpændə ˈpæn·də
pandemic, pænˈdemɪk pænˈdem·ɪk
pandemonium, ˌpændəˈmoʊniəm ˌpæn·dəˈmoʊ·ni·əm
pandit, ˈpændɪt ˈpændɪt ˈpændɪt
pane, peɪn peɪn
panel, ˈpænəl ˈpænəl ˈpænəl ˈpæn·əl ˈpæn·əl ˈpæn·əl
paneling, ˈpænəlɪŋ
panelist, ˈpænəlɪst ˈpæn·əl·ɪst
pang, pæŋ pæŋ
panhandle, ˈpænˌhændəl ˈpænˌhæn·dəl
panhandler, ˈpænˌhændlɚ
panic, ˈpænɪk ˈpæn·ɪk ˈpæn·ɪk
panicky, ˈpænɪki
panini, pəˈniːni
panoply, ˈpænəpli
panorama," ˌpænəˈræmə ˌpænəˈræmə ˌpænəˈræmə ˌpæn·əˈræm·ə, -ˈrɑ·mə"
panoramic, ˌpænəˈræmɪk
pansy, ˈpænzi ˈpænzi ˈpæn·zi
pant, pænt pænt
pantaloons, ˈpæntəluːnz ˈpæntəluːnz
pantheistic, ˌpænθiˈɪstɪk
pantheon, ˈpænθiɑːn ˈpænθiɑːn ˈpænθiɑːn
panther, ˈpænθɚ ˈpæn·θər
panties, ˈpænt̬iz ˈpæn·tiz
pantomime, ˈpænt̬əmaɪm ˈpænt̬əmaɪm ˈpæn·təˌmɑɪm
pantry, ˈpæntri ˈpæn·tri
pants, pænts pænts pænts pænts pænts
pantsuit, ˈpæntsuːt ˈpæntˌsut
pantyhose, ˈpænt̬ihoʊz ˈpænt·iˌhoʊz
pap, pæp pæp pæp
papa, ˈpɑːpə ˈpɑ·pə
papacy, ˈpeɪ·pə·si
papal, ˈpeɪpəl
paparazzi, ˌpɑːpɑːˈrɑːtsi
papaw, ˈpɑːpɑː
papaya, pəˈpaɪə pəˈpɑ·jə
paper, ˈpeɪpɚ ˈpeɪpɚ ˈpeɪpɚ ˈpeɪpɚ ˈpeɪpɚ ˈpeɪ·pər ˈpeɪ·pər ˈpeɪ·pər
paperback, ˈpeɪpɚbæk ˈpeɪ·pərˌbæk
paperless, ˈpeɪpɚləs
papers, ˈpeɪ·pərz
paperweight, ˈpeɪpɚweɪt ˈpeɪ·pərˌweɪt
paperwork, ˈpeɪpɚwɝːk ˈpeɪpɚwɝːk ˈpeɪ·pərˌwɜrk
papery, ˈpeɪpɚi
paprika," pæpˈriːkə pəˈpri·kə, pæ-"
par, pɑːr pɑːr pɑr pɑr
para, ˈperə ˈperə
parable, ˈperəbəl ˈpær·ə·bəl
parabolic, ˌperəˈbɑːlɪk
parachute, ˈperəʃuːt ˈpær·əˌʃut
parade, pəˈreɪd pəˈreɪd pəˈreɪd pəˈreɪd pəˈreɪd
paradigm, ˈperədaɪm ˈpær·əˌdɑɪm
paradise," ˈperədaɪs ˈpær·əˌdɑɪs, -ˌdɑɪz ˈpær·əˌdɑɪs, -ˌdɑɪz"
paradox, ˈperədɑːks ˈpær·əˌdɑks
paradoxical, ˌperəˈdɑːksɪkəl
paradoxically, ˌperəˈdɑːksɪkəli
paraffin, ˈperəfɪn ˈperəfɪn
paragon," ˈperəɡɑːn ˈpær·əˌɡɑn, -ɡən"
paragraph, ˈperəɡræf ˈpær·əˌɡræf ˈpærəɡræf
parakeet, ˈperəkiːt ˈpær·əˌkit
paralegal, ˌperəˈliːɡəl
parallel," ˈperəlel ˈperəlel ˈperəlel ˈpær·əˌlel, -ləl ˈpær·əˌlel, -ləl"
parallelism," ˈperəlelˌɪzəm ˈpær·ə·lelˌɪz·əm, -ləˌlɪz·əm"
paralysis, pəˈræləsɪs pəˈræləsɪs pəˈræl·ə·sɪs
paralytic, ˌperəˈlɪt̬ɪk ˌperəˈlɪt̬ɪk
paralyze, ˈperəlaɪz ˈpær·əˌlɑɪz
paralyzed, ˈperəlaɪzd
paramecium," ˌperəˈmiːsiəm ˌpær·əˈmi·ʃi·əm, -ʃəm, -si·əm"
paramedic, ˌperəˈmedɪk ˌpær·əˈmed·ɪk
parameter, pəˈræmət̬ɚ pəˈræm·ɪ·t̬ər
paramilitary, ˌperəˈmɪləteri ˌperəˈmɪləteri ˌpær·əˈmɪl·ɪˌter·i
paramount, ˈperəmaʊnt ˈpær·əˌmɑʊnt
paranoia, ˌperəˈnɔɪə ˌperəˈnɔɪə ˌpær·əˈnɔɪ·ə
paranoiac, ˌperəˈnɔɪæk
paranoid, ˈperənɔɪd ˈperənɔɪd ˈpær·əˌnɔɪd
paranormal, ˌperəˈnɔːrməl
parapet, ˈperəpet
paraphernalia," ˌperəfɚˈneɪljə ˌpær·ə·fərˈneɪl·jə, -fə-"
paraphrase, ˈperəfreɪz ˈpær·əˌfreɪz
paraplegia, ˌperəˈpliːdʒə
paraplegic, ˌperəˈpliːdʒɪk ˌpær·əˈpli·dʒɪk
parasite, ˈperəsaɪt ˈperəsaɪt ˈpær·əˌsɑɪt ˈpær·əˌsɑɪt
parasitic, ˌperəˈsɪt̬ɪk ˌperəˈsɪt̬ɪk ˌperəˈsɪt̬ɪk
paratrooper, ˈperˌtruːpɚ ˈpær·əˌtru·pər
paratroops, ˈperətruːps
parboil, ˈpɑːrbɔɪl
parcel, ˈpɑːrsəl ˈpɑːrsəl ˈpɑr·səl ˈpɑr·səl
parch, pɑːrtʃ
parched, pɑːrtʃt pɑːrtʃt pɑrtʃt
parchment, ˈpɑːrtʃmənt ˈpɑːrtʃmənt ˈpɑrtʃ·mənt
pardon, ˈpɑːrdən ˈpɑːrdən ˈpɑr·dən ˈpɑr·dən
pare, per per peər
parent," ˈperənt ˈperənt ˈpeər·ənt, ˈpær- ˈpeər·ənt, ˈpær-"
parentage," ˈperəntɪdʒ ˈpeər·ən·tɪdʒ, ˈpær-"
parental, pəˈrentəl
parenthesis, pəˈrenθəsɪs pəˈren·θə·səs
parenthetically, ˌperənˈθet̬ɪkəli
parenthood, ˈperənthʊd
parenting," ˈperənt̬ɪŋ ˈpeər·ən·tɪŋ, ˈpær-"
parfait, pɑːrˈfeɪ
pariah, pəˈraɪə pəˈraɪə pəˈraɪə pəˈrɑɪ·ə
parietal, pəˈraɪət̬əl
paring, ˈperɪŋ
parish, ˈperɪʃ ˈpær·ɪʃ ˈpær·ɪʃ
parishioner, pəˈrɪʃənɚ pəˈrɪʃ·ə·nər
parity, ˈperət̬i ˈpær·ɪ·t̬i ˈpær·ɪ·t̬i
park, pɑːrk pɑːrk pɑːrk pɑːrk pɑrk
parka, ˈpɑːrkə ˈpɑːrkə ˈpɑr·kə
parked, pɑːrkt
parkin, ˈpɑːrkɪn
parking, ˈpɑːrkɪŋ ˈpɑr·kɪŋ ˈpɑr·kɪŋ
parkland, ˈpɑːrklænd
parkway, ˈpɑːrkweɪ ˈpɑrkˌweɪ
parlance, ˈpɑːrləns
parlay, ˈpɑːrleɪ
parley, ˈpɑːrli
parliament, ˈpɑːrləmənt ˈpɑːrləmənt ˈpɑr·lə·mənt ˈpɑr·lə·mənt
parliamentary, ˌpɑːrləˈment̬ɚi
parlor, ˈpɑːrlɚ ˈpɑːrlɚ ˈpɑr·lər ˈpɑr·lər
parlour, ˈpɑːrlɚ ˈpɑːrlɚ
parochial, pəˈroʊkiəl pəˈroʊkiəl pəˈroʊ·ki·əl pəˈroʊ·ki·əl
parody, ˈperədi ˈperədi ˈpær·ə·di
parole, pəˈroʊl pəˈroʊl
parquet, pɑːrˈkeɪ pɑrˈkeɪ
parrot, ˈperət ˈpær·ət
parry, ˈperi ˈperi
pars, pɑːrz
parse, pɑːrs pɑːrs pɑːrs pɑːrs
parsimonious, ˌpɑːrsəˈmoʊniəs ˌpɑːrsəˈmoʊniəs
parsley, ˈpɑːrsli ˈpɑr·sli
parson, ˈpɑːrsən
parsonage, ˈpɑːrsənɪdʒ
part, pɑːrt pɑːrt pɑːrt pɑːrt pɑːrt pɑːrt pɑːrt pɑːrt pɑːrt pɑrt pɑrt pɑrt pɑrt pɑrt pɑrt pɑrt
partake, pɑːrˈteɪk pɑːrˈteɪk pɑrˈteɪk pɑrˈteɪk
parted, ˈpɑːrt̬ɪd
partial, ˈpɑːrʃəl ˈpɑːrʃəl ˈpɑːrʃəl ˈpɑr·ʃəl ˈpɑr·ʃəl
partiality, ˌpɑːrʃiˈælət̬i ˌpɑːrʃiˈælət̬i ˌpɑr·ʃiˈæl·ɪ·t̬i
partially, ˈpɑːrʃəli
participant, pɑːrˈtɪsəpənt pɑrˈtɪs·ə·pənt
participate, pɑːrˈtɪsəpeɪt pɑrˈtɪs·əˌpeɪt
participation, pɑːrˌtɪsəˈpeɪʃən
participatory, pɑːrˈtɪsəpəˌtɔːri pɑrˈtɪsɪpətɔri
participle," ˈpɑːrt̬ɪsɪpəl ˈpɑr·t̬əˌsɪp·əl, -sə·pəl"
particle, ˈpɑːrt̬əkəl ˈpɑːrt̬əkəl ˈpɑːrt̬əkəl ˈpɑːrt̬əkəl ˈpɑr·t̬ɪ·kəl ˈpɑr·t̬ɪ·kəl
particular," pɚˈtɪkjəlɚ pɚˈtɪkjəlɚ pərˈtɪk·jə·lər, pəˈtɪk- pərˈtɪk·jə·lər, pəˈtɪk-"
particularly," pɚˈtɪkjəlɚli pərˈtɪk·jə·lər·li, pəˈtɪk-"
particulars," pərˈtɪk·jə·lərz, pəˈtɪk-"
particulate," pɑːrˈtɪkjələt pərˈtɪk·jə·lɪt, pɑr-"
parting, ˈpɑːrt̬ɪŋ ˈpɑr·t̬ɪŋ
partisan," ˈpɑːrt̬əzən ˈpɑr·t̬ə·zən, -sən"
partition, pɑːrˈtɪʃən pɑːrˈtɪʃən pɑrˈtɪʃ·ən pɑrˈtɪʃ·ən pɑrˈtɪʃ·ən
partly, ˈpɑːrtli
partner, ˈpɑːrtnɚ ˈpɑːrtnɚ ˈpɑːrtnɚ ˈpɑːrtnɚ ˈpɑrt·nər ˈpɑrt·nər ˈpɑrt·nər ˈpɑrt·nər
partnership, ˈpɑːrtnɚʃɪp ˈpɑːrtnɚʃɪp
partridge, ˈpɑːrtrɪdʒ
party, ˈpɑːrt̬i ˈpɑːrt̬i ˈpɑːrt̬i ˈpɑːrt̬i ˈpɑr·t̬i ˈpɑr·t̬i ˈpɑr·t̬i ˈpɑr·t̬i
partying, ˈpɑːrt̬iɪŋ
pascal," pæsˈkæl pæsˈkæl, pɑsˈkɑl"
paseo, pəˈseɪoʊ pəˈseɪoʊ
pash, pæʃ
pass, pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs pæs
passable, ˈpæsəbəl ˈpæsəbəl ˈpæs·ə·bəl ˈpæs·ə·bəl
passably, ˈpæsəbli
passage, ˈpæsɪdʒ ˈpæsɪdʒ ˈpæsɪdʒ ˈpæsɪdʒ ˈpæsɪdʒ ˈpæsɪdʒ ˈpæsɪdʒ ˈpæs·ɪdʒ ˈpæs·ɪdʒ ˈpæs·ɪdʒ ˈpæs·ɪdʒ
passbook, ˈpæsbʊk ˈpæsbʊk
passenger, ˈpæsəndʒɚ ˈpæs·ən·dʒər
passer, ˈpæsɚ
passerby, ˈpæs·ərˈbɑɪ
passing, ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæsɪŋ ˈpæs·ɪŋ
passion, ˈpæʃən ˈpæʃ·ən ˈpæʃ·ən
passionate, ˈpæʃənət ˈpæʃənət ˈpæʃ·ə·nət
passionately, ˈpæʃənɪtli ˈpæʃənɪtli
passive, ˈpæsɪv ˈpæsɪv ˈpæsɪv ˈpæs·ɪv ˈpæs·ɪv
passively, ˈpæsɪvli
passivity, pæsˈɪvət̬i
