,CMU Word,CMU IPAs,Cambridge IPAs,CMU (Toolkit),Cambridge (Toolkit),Matched Pronunciations (IPA),Matched Pronunciations (Toolkit),Pronunciation Matches,Alternate Pronunciation,Root From Cambridge,Missing From Cambridge,Top Pronunciation (ALL),Top Pronunciation (ALT ONLY)
20836,gratuities,['ɡɹətuɪtiz'],"['ɡɹətuəti', 'ɡɹətuəti', 'ɡɹətuɪti']",['gretu1tiz'],"['gretueti', 'gretu1ti']",[],[],[],0,1,0,1,0
20845,graver,"['ɡɹeɪvɝ', 'ɡɹeɪvɚ']",['ɡɹeɪv'],['gr8v3r'],['gr8v'],[],[],[],0,1,0,1,0
20846,graves,['ɡɹeɪvz'],['ɡɹeɪv'],['gr8vz'],['gr8v'],[],[],[],0,1,0,1,0
20848,gravest,['ɡɹævəst'],['ɡɹeɪv'],['gr@vest'],['gr8v'],[],[],[],0,1,0,1,0
20850,gravestones,['ɡɹeɪvstoʊnz'],"['ɡɹeɪvstoʊn', 'ɡɹeɪvstoʊn']",['gr8vstonz'],['gr8vston'],[],[],[],0,1,0,1,0
20852,graveyards,"['ɡɹeɪvjɑɹdz', 'ɡɹeɪvjɒɹdz']","['ɡɹeɪvjɑɹd', 'ɡɹeɪvjɑɹd']",['gr8vjardz'],['gr8vjard'],[],[],[],0,1,0,1,0
20854,gravitas,['ɡɹævətəs'],['ɡɹævətæs'],['gr@vetes'],['gr@vet@s'],[],[],[],0,0,0,1,0
20856,gravitated,['ɡɹævəteɪtɪd'],['ɡɹævɪteɪt'],['gr@vet8t1d'],['gr@v1t8t'],[],[],[],0,1,0,1,0
20864,grayer,"['ɡɹeɪɝ', 'ɡɹeɪɚ']","['ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ']",['gr83r'],['gr8'],[],[],[],0,1,0,1,0
20867,grays,['ɡɹeɪz'],"['ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ', 'ɡɹeɪ']",['gr8z'],['gr8'],[],[],[],0,1,0,1,0
20869,grazed,['ɡɹeɪzd'],"['ɡɹeɪz', 'ɡɹeɪz', 'ɡɹeɪz', 'ɡɹeɪz']",['gr8zd'],['gr8z'],[],[],[],0,1,0,1,0
20873,greased,['ɡɹist'],['ɡɹis'],['grist'],['gris'],[],[],[],0,1,0,1,0
20876,greasing,['ɡɹisɪŋ'],['ɡɹis'],['gris1N'],['gris'],[],[],[],0,1,0,1,0
20880,greatest,['ɡɹeɪtəst'],"['ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt']",['gr8test'],['gr8t'],[],[],[],0,1,0,1,0
20883,greats,['ɡɹeɪts'],"['ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt', 'ɡɹeɪt']",['gr8ts'],['gr8t'],[],[],[],0,1,0,1,0
20889,greedier,"['ɡɹidiɝ', 'ɡɹidiɚ']","['ɡɹidi', 'ɡɹidi']",['gridi3r'],['gridi'],[],[],[],0,1,0,1,0
20890,greediest,['ɡɹidiɪst'],"['ɡɹidi', 'ɡɹidi']",['gridi1st'],['gridi'],[],[],[],0,1,0,1,0
20897,greenbacks,['ɡɹinbæks'],"['ɡɹinbæk', 'ɡɹinbæk', 'ɡɹinbæk']",['grinb@ks'],['grinb@k'],[],[],[],0,1,0,1,0
20898,greener,"['ɡɹinɝ', 'ɡɹinɚ']","['ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin']",['grin3r'],['grin'],[],[],[],0,1,0,1,0
20899,greenery,"['ɡɹinɝi', 'ɡɹinɚi']","['ɡɹinəɹi', 'ɡɹinəɹi']",['grin3ri'],['grineri'],[],[],[],0,0,0,1,0
20900,greenest,['ɡɹinɪst'],"['ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin', 'ɡɹin']",['grin1st'],['grin'],[],[],[],0,1,0,1,0
20903,greenhouses,['ɡɹinhaʊsɪz'],"['ɡɹinhaʊs', 'ɡɹinhɑʊs']",['grinhOs1z'],"['grinhaUs', 'grinhOs']",[],[],[],1,1,0,1,1
20904,greenhouses,['ɡɹinhaʊzəz'],"['ɡɹinhaʊs', 'ɡɹinhɑʊs']",['grinhOzez'],"['grinhaUs', 'grinhOs']",[],[],[],1,1,0,0,0
20908,greenland,['ɡɹinlænd'],['ɡɹinlənd'],['grinl@nd'],['grinlend'],[],[],[],1,0,0,0,0
20918,greeted,['ɡɹitəd'],"['ɡɹit', 'ɡɹit']",['grited'],['grit'],[],[],[],1,1,0,1,1
20919,greeted,['ɡɹitɪd'],"['ɡɹit', 'ɡɹit']",['grit1d'],['grit'],[],[],[],1,1,0,0,0
20922,greets,['ɡɹits'],"['ɡɹit', 'ɡɹit', 'ɡɹit']",['grits'],['grit'],[],[],[],0,1,0,1,0
20923,gregarious,['ɡɹəɡɛɹiəs'],"['ɡɹɪɡɛɹiəs', 'ɡɹɪɡɛɹiəs', 'ɡɹɪɡæɹiəs', 'ɡɛəɹ']",['gregEries'],"['gr1gEries', 'gr1g@ries', 'gEer']",[],[],[],0,0,0,1,0
20929,gremlins,['ɡɹɛmlənz'],"['ɡɹɛmlən', 'ɡɹɛmlən']",['grEmlenz'],['grEmlen'],[],[],[],0,1,0,1,0
20930,grenada,['ɡɹɪneɪdə'],['ɡɹəneɪdə'],['gr1n8de'],['gren8de'],[],[],[],1,0,0,1,1
20931,grenada,"['ɡɹɪnɑdə', 'ɡɹɪnɒdə']",['ɡɹəneɪdə'],['gr1nade'],['gren8de'],[],[],[],1,0,0,0,0
20933,grenades,['ɡɹəneɪdz'],"['ɡɹəneɪd', 'ɡɹəneɪd']",['gren8dz'],['gren8d'],[],[],[],0,1,0,1,0
20943,gridiron,"['ɡɹɪdaɪɝn', 'ɡɹɪdaɪɚn']","['ɡɹɪdaɪɹn', 'ɡɹɪdɑɪəɹn']",['gr1d53rn'],"['gr1da1ern', 'gr1d5rn']",[],[],[],0,0,0,1,0
20946,grids,['ɡɹɪdz'],"['ɡɹɪd', 'ɡɹɪd', 'ɡɹɪd', 'ɡɹɪd', 'ɡɹɪd', 'ɡɹɪd']",['gr1dz'],['gr1d'],[],[],[],0,1,0,1,0
20949,grievances,['ɡɹivənsəz'],"['ɡɹivəns', 'ɡɹivəns']",['grivensez'],['grivens'],[],[],[],1,1,0,1,1
20950,grievances,['ɡɹivənsɪz'],"['ɡɹivəns', 'ɡɹivəns']",['grivens1z'],['grivens'],[],[],[],1,1,0,0,0
20952,grieved,['ɡɹivd'],"['ɡɹiv', 'ɡɹiv']",['grivd'],['griv'],[],[],[],0,1,0,1,0
20953,grieves,['ɡɹivz'],"['ɡɹiv', 'ɡɹiv', 'ɡɹiv']",['grivz'],['griv'],[],[],[],0,1,0,1,0
20964,grills,['ɡɹɪlz'],"['ɡɹɪl', 'ɡɹɪl', 'ɡɹɪl', 'ɡɹɪl', 'ɡɹɪl']",['gr1lz'],['gr1l'],[],[],[],0,1,0,1,0
20967,grimaced,['ɡɹɪməst'],['ɡɹɪməs'],['gr1mest'],['gr1mes'],[],[],[],0,1,0,1,0
20968,grimaces,['ɡɹɪməsɪz'],"['ɡɹɪməs', 'ɡɹɪməs', 'ɡɹɪmeɪs']",['gr1mes1z'],"['gr1mes', 'gr1m8s']",[],[],[],0,1,0,1,0
20969,grimacing,['ɡɹɪməsɪŋ'],['ɡɹɪməs'],['gr1mes1N'],['gr1mes'],[],[],[],0,1,0,1,0
20980,grinders,"['ɡɹaɪndɝz', 'ɡɹaɪndɚz']","['ɡɹaɪndɚ', 'ɡɹaɪndɚ', 'ɡɹaɪndɚ', 'ɡɹɑɪndəɹ']",['gr5nd3rz'],"['gr5nd3r', 'gra1nder']",[],[],[],0,1,0,1,0
20983,grinds,['ɡɹaɪndz'],"['ɡɹaɪnd', 'ɡɹaɪnd', 'ɡɹaɪnd', 'ɡɹaɪnd', 'ɡɹɑɪnd', 'ɡɹɑɪnd', 'ɡɹɑɪnd']",['gr5ndz'],"['gra1nd', 'gr5nd']",[],[],[],0,1,0,1,0
20986,gringos,['ɡɹɪŋɡoʊz'],"['ɡɹɪŋɡoʊ', 'ɡɹɪŋɡoʊ']",['gr1Ngoz'],['gr1Ngo'],[],[],[],0,1,0,1,0
20989,grins,['ɡɹɪnz'],"['ɡɹɪn', 'ɡɹɪn']",['gr1nz'],['gr1n'],[],[],[],0,1,0,1,0
20992,griped,['ɡɹaɪpt'],['ɡɹaɪp'],['gr5pt'],['gr5p'],[],[],[],0,1,0,1,0
20993,gripes,['ɡɹaɪps'],"['ɡɹaɪp', 'ɡɹɑɪp']",['gr5ps'],"['gr5p', 'gra1p']",[],[],[],0,1,0,1,0
20994,griping,['ɡɹaɪpɪŋ'],['ɡɹaɪp'],['gr5p1N'],['gr5p'],[],[],[],0,1,0,1,0
20997,grips,['ɡɹɪps'],"['ɡɹɪp', 'ɡɹɪp', 'ɡɹɪp', 'ɡɹɪp', 'ɡɹɪp']",['gr1ps'],['gr1p'],[],[],[],0,1,0,1,0
21007,grizzlies,['ɡɹɪzliz'],['ɡɹɪzli'],['gr1zliz'],['gr1zli'],[],[],[],0,1,0,1,0
21011,groaned,['ɡɹoʊnd'],"['ɡɹoʊn', 'ɡɹoʊn', 'ɡɹoʊn', 'ɡɹoʊn']",['grond'],['gron'],[],[],[],0,1,0,1,0
21012,groaning,['ɡɹoʊnɪŋ'],"['ɡɹoʊn', 'ɡɹoʊn', 'ɡɹoʊn', 'ɡɹoʊn']",['gron1N'],['gron'],[],[],[],0,1,0,1,0
21013,groans,['ɡɹoʊnz'],"['ɡɹoʊn', 'ɡɹoʊn', 'ɡɹoʊn']",['gronz'],['gron'],[],[],[],0,1,0,1,0
21016,groceries,"['ɡɹoʊsɝiz', 'ɡɹoʊsɚiz']","['ɡɹoʊsəɹiz', 'ɡɹoʊsɹiz']",['gros3riz'],"['grosriz', 'groseriz']",[],[],[],1,0,0,1,1
21018,grocers,"['ɡɹoʊsɝz', 'ɡɹoʊsɚz']","['ɡɹoʊsɚ', 'ɡɹoʊsəɹ']",['gros3rz'],"['gros3r', 'groser']",[],[],[],0,1,0,1,0
21020,grocery,['ɡɹoʊsɹi'],['ɡɹoʊsɚi'],['grosri'],['gros3ri'],[],[],[],1,0,0,0,0
21025,groins,['ɡɹɔɪnz'],"['ɡɹɔɪn', 'ɡɹɔɪn', 'ɡɹɔɪn', 'ɡɹɔɪn']",['gr2nz'],['gr2n'],[],[],[],0,1,0,1,0
21029,groomers,"['ɡɹumɝz', 'ɡɹumɚz']","['ɡɹumɚ', 'ɡɹumɚ', 'ɡɹumɚ', 'ɡɹumɚ']",['grum3rz'],['grum3r'],[],[],[],0,1,0,1,0
21031,grooms,['ɡɹumz'],"['ɡɹum', 'ɡɹum', 'ɡɹum', 'ɡɹum', 'ɡɹum', 'ɡɹum', 'ɡɹʊm', 'ɡɹum', 'ɡɹʊm', 'ɡɹum', 'ɡɹʊm']",['grumz'],"['grUm', 'grum']",[],[],[],0,1,0,1,0
21035,grooves,['ɡɹuvz'],"['ɡɹuv', 'ɡɹuv', 'ɡɹuv', 'ɡɹuv']",['gruvz'],['gruv'],[],[],[],0,1,0,1,0
21036,grooviest,['ɡɹuviəst'],"['ɡɹuvi', 'ɡɹuvi']",['gruviest'],['gruvi'],[],[],[],0,1,0,1,0
21039,groped,['ɡɹoʊpt'],"['ɡɹoʊp', 'ɡɹoʊp']",['gropt'],['grop'],[],[],[],0,1,0,1,0
21040,groping,['ɡɹoʊpɪŋ'],"['ɡɹoʊp', 'ɡɹoʊp']",['grop1N'],['grop'],[],[],[],0,1,0,1,0
21044,grossed,['ɡɹoʊst'],['ɡɹoʊs'],['grost'],['gros'],[],[],[],0,1,0,1,0
21045,grosser,"['ɡɹoʊsɝ', 'ɡɹoʊsɚ']","['ɡɹoʊs', 'ɡɹoʊs', 'ɡɹoʊs', 'ɡɹoʊs']",['gros3r'],['gros'],[],[],[],0,1,0,1,0
21046,grosses,['ɡɹoʊsɪz'],"['ɡɹoʊs', 'ɡɹoʊs', 'ɡɹoʊs', 'ɡɹoʊs']",['gros1z'],['gros'],[],[],[],0,1,0,1,0
21047,grossing,['ɡɹoʊsɪŋ'],['ɡɹoʊs'],['gros1N'],['gros'],[],[],[],0,1,0,1,0
21060,groundbreaking,['ɡɹaʊnbɹeɪkɪŋ'],"['ɡɹaʊndbɹeɪkɪŋ', 'ɡɹɑʊndbɹeɪkɪŋ']",['grOnbr8k1N'],"['grOndbr8k1N', 'graUndbr8k1N']",[],[],[],1,0,0,0,0
21067,grounds,['ɡɹaʊndz'],"['ɡɹɑʊndz', 'ɡɹɑʊndz']",['grOndz'],['graUndz'],[],[],[],1,0,0,1,1
21068,grounds,['ɡɹaʊnz'],"['ɡɹɑʊndz', 'ɡɹɑʊndz']",['grOnz'],['graUndz'],[],[],[],1,0,0,0,0
21069,groundskeeper,"['ɡɹaʊndskipɝ', 'ɡɹaʊndskipɚ']",['ɡɹaʊndzkipɚ'],['grOndskip3r'],['grOndzkip3r'],[],[],[],0,0,0,1,0
21070,groundskeepers,"['ɡɹaʊndskipɝz', 'ɡɹaʊndskipɚz']",['ɡɹaʊndzkipɚ'],['grOndskip3rz'],['grOndzkip3r'],[],[],[],0,1,0,1,0
21072,groundwater,"['ɡɹaʊndwɑtɝ', 'ɡɹaʊndwɑtɚ', 'ɡɹaʊndwɒtɝ', 'ɡɹaʊndwɒtɚ']","['ɡɹɑʊndwɔtəɹ', 'wɑtəɹ']",['grOndwat3r'],"['graUndwcter', 'water']",[],[],[],1,0,0,1,1
21073,groundwater,"['ɡɹaʊndwɔtɝ', 'ɡɹaʊndwɔtɚ']","['ɡɹɑʊndwɔtəɹ', 'wɑtəɹ']",['grOndwct3r'],"['graUndwcter', 'water']",[],[],[],1,0,0,0,0
21076,grouped,['ɡɹupt'],['ɡɹup'],['grupt'],['grup'],[],[],[],0,1,0,1,0
21077,grouper,"['ɡɹupɝ', 'ɡɹupɚ']",['ɡɹuɚ'],['grup3r'],['gru3r'],[],[],[],0,0,0,1,0
21079,groupies,['ɡɹupiz'],"['ɡɹupi', 'ɡɹupi']",['grupiz'],['grupi'],[],[],[],0,1,0,1,0
21081,groupings,['ɡɹupɪŋz'],['ɡɹupɪŋ'],['grup1Nz'],['grup1N'],[],[],[],0,1,0,1,0
21082,groups,['ɡɹups'],"['ɡɹup', 'ɡɹup', 'ɡɹup', 'ɡɹup', 'ɡɹup', 'ɡɹup', 'ɡɹup', 'ɡɹup']",['grups'],['grup'],[],[],[],0,1,0,1,0
21084,grousing,['ɡɹaʊsɪŋ'],['ɡɹaʊs'],['grOs1N'],['grOs'],[],[],[],0,1,0,1,0
21086,grouting,['ɡɹaʊtɪŋ'],['ɡɹaʊt'],['grOt1N'],['grOt'],[],[],[],0,1,0,1,0
21089,groveling,['ɡɹɔvəlɪŋ'],['ɡɹɑvəlɪŋ'],['grcvel1N'],['gravel1N'],[],[],[],1,0,0,1,1
21090,groveling,['ɡɹɔvlɪŋ'],['ɡɹɑvəlɪŋ'],['grcvl1N'],['gravel1N'],[],[],[],1,0,0,0,0
21093,groves,['ɡɹoʊvz'],"['ɡɹoʊv', 'ɡɹoʊv', 'ɡɹoʊv']",['grovz'],['grov'],[],[],[],0,1,0,1,0
21096,growers,"['ɡɹoʊɝz', 'ɡɹoʊɚz']","['ɡɹoʊɚ', 'ɡɹoʊɚ', 'ɡɹoʊəɹ']",['gro3rz'],"['groer', 'gro3r']",[],[],[],0,1,0,1,0
21099,growled,['ɡɹaʊld'],['ɡɹaʊl'],['grOld'],['grOl'],[],[],[],0,1,0,1,0
21100,growling,['ɡɹoʊlɪŋ'],['ɡɹaʊlɪŋ'],['grol1N'],['grOl1N'],[],[],[],0,0,0,1,0
21101,growls,['ɡɹaʊlz'],"['ɡɹaʊl', 'ɡɹɑʊl', 'ɡɹɑʊl']",['grOlz'],"['graUl', 'grOl']",[],[],[],0,1,0,1,0
21105,grows,['ɡɹoʊz'],"['ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ', 'ɡɹoʊ']",['groz'],['gro'],[],[],[],0,1,0,1,0
21107,growths,['ɡɹoʊθs'],"['ɡɹoʊθ', 'ɡɹoʊθ', 'ɡɹoʊθ', 'ɡɹoʊθ', 'ɡɹoʊθ', 'ɡɹoʊθ']",['groTs'],['groT'],[],[],[],0,1,0,1,0
21110,grubs,['ɡɹʌbz'],"['ɡɹʌb', 'ɡɹʌb', 'ɡɹʌb', 'ɡɹʌb']",['gr^bz'],['gr^b'],[],[],[],0,1,0,1,0
21112,grudges,['ɡɹʌdʒɪz'],"['ɡɹʌdʒ', 'ɡɹʌdʒ']",['gr^G1z'],['gr^G'],[],[],[],0,1,0,1,0
21114,gruel,['ɡɹuɪl'],['ɡɹuəl'],['gru1l'],['gruel'],[],[],[],0,0,0,1,0
21115,grueling,['ɡɹuɪlɪŋ'],"['ɡɹuəlɪŋ', 'ɡɹuəlɪŋ', 'ɡɹulɪŋ']",['gru1l1N'],"['gruel1N', 'grul1N']",[],[],[],1,0,0,1,1
21121,grumbled,['ɡɹʌmbəld'],"['ɡɹʌmbəl', 'ɡɹʌmbəl']",['gr^mbeld'],['gr^mbel'],[],[],[],0,1,0,1,0
21122,grumbles,['ɡɹʌmbəlz'],"['ɡɹʌmbəl', 'ɡɹʌmbəl', 'ɡɹʌmbəl']",['gr^mbelz'],['gr^mbel'],[],[],[],0,1,0,1,0
21123,grumbling,['ɡɹʌmbəlɪŋ'],"['ɡɹʌmbəl', 'ɡɹʌmbəl']",['gr^mbel1N'],['gr^mbel'],[],[],[],1,1,0,1,1
21124,grumbling,['ɡɹʌmblɪŋ'],"['ɡɹʌmbəl', 'ɡɹʌmbəl']",['gr^mbl1N'],['gr^mbel'],[],[],[],1,1,0,0,0
21135,grunted,['ɡɹʌntɪd'],"['ɡɹʌnt', 'ɡɹʌnt']",['gr^nt1d'],['gr^nt'],[],[],[],0,1,0,1,0
21136,grunting,['ɡɹʌntɪŋ'],"['ɡɹʌnt', 'ɡɹʌnt']",['gr^nt1N'],['gr^nt'],[],[],[],0,1,0,1,0
21137,grunts,['ɡɹʌnts'],"['ɡɹʌnt', 'ɡɹʌnt', 'ɡɹʌnt']",['gr^nts'],['gr^nt'],[],[],[],0,1,0,1,0
21139,gu,['ɡu'],['dʒiju'],['gu'],['Giju'],[],[],[],0,0,0,1,0
21146,guaranteeing,['ɡɛɹəntiɪŋ'],"['ɡɛɹənti', 'ɡɛɹənti', 'ɡɛɹənti', 'ɡɛɹənti', 'ɡɛɹənti']",['gErenti1N'],['gErenti'],[],[],[],0,1,0,1,0
21147,guarantees,['ɡɛɹəntiz'],"['ɡɛɹənti', 'ɡɛɹənti', 'ɡɛɹənti', 'ɡæɹənti', 'ɡæɹənti', 'ɡæɹənti', 'ɡæɹənti']",['gErentiz'],"['g@renti', 'gErenti']",[],[],[],0,1,0,1,0
21149,guarantors,['ɡɛɹəntɔɹz'],"['ɡɛɹəntɔɹ', 'ɡɛɹəntɔɹ', 'ɡɛɹəntɔɹ', 'tɔɹ']",['gErentcrz'],"['gErentcr', 'tcr']",[],[],[],0,1,0,1,0
21152,guarded,"['ɡɑɹdəd', 'ɡɒɹdəd']","['ɡɑɹdɪd', 'ɡɑɹdɪd']",['garded'],['gard1d'],[],[],[],1,0,0,1,1
21155,guardians,"['ɡɑɹdiənz', 'ɡɒɹdiənz']","['ɡɑɹdiən', 'ɡɑɹdiən', 'ɡɑɹdiən', 'ɡɑɹdiən']",['gardienz'],['gardien'],[],[],[],0,1,0,1,0
21157,guarding,"['ɡɑɹdɪŋ', 'ɡɒɹdɪŋ']","['ɡɑɹd', 'ɡɑɹd', 'ɡɑɹd', 'ɡɑɹd']",['gard1N'],['gard'],[],[],[],0,1,0,1,0
21161,guardsman,"['ɡɑɹdzmæn', 'ɡɒɹdzmæn']","['ɡɑɹdzmən', 'ɡɑɹdzmən']",['gardzm@n'],['gardzmen'],[],[],[],1,0,0,1,1
21163,guardsmen,"['ɡɑɹdzmɪn', 'ɡɒɹdzmɪn']","['ɡɑɹdzmən', 'ɡɑɹdzmən']",['gardzm1n'],['gardzmen'],[],[],[],0,1,0,1,0
21167,guatemalans,"['ɡwɑtəmɑlənz', 'ɡwɑtəmɒlənz', 'ɡwɒtəmɑlənz', 'ɡwɒtəmɒlənz']",['ɡwɑtəmɑlən'],['gwatemalenz'],['gwatemalen'],[],[],[],0,1,0,1,0
21174,guerillas,"['ɡɝɪləz', 'ɡɚɪləz']","['ɡəɹɪlə', 'ɡəɹɪlə']",['g3r1lez'],['ger1le'],[],[],[],0,1,0,1,0
21175,guernsey,"['ɡɝnzi', 'ɡɚnzi']","['ɡɜ˞nzi', 'ɡɜ˞nzi']",['g3rnzi'],[''],[],[],[],0,0,0,1,0
21177,guerrilla,"['ɡɝɪlə', 'ɡɚɪlə']","['ɡəɹɪlə', 'ɡəɹɪlə']",['g3r1le'],['ger1le'],[],[],[],0,0,0,1,0
21178,guerrillas,"['ɡɝɪləz', 'ɡɚɪləz']","['ɡəɹɪlə', 'ɡəɹɪlə']",['g3r1lez'],['ger1le'],[],[],[],0,1,0,1,0
21180,guessed,['ɡɛst'],"['ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs']",['gEst'],['gEs'],[],[],[],0,1,0,1,0
21182,guesses,['ɡɛsɪz'],"['ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs']",['gEs1z'],['gEs'],[],[],[],0,1,0,1,0
21183,guessing,['ɡɛsɪŋ'],"['ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs', 'ɡɛs']",['gEs1N'],['gEs'],[],[],[],0,1,0,1,0
21184,guesstimate,['ɡɛstɪmɪt'],"['ɡɛstəmət', 'ɡɛstəmət']",['gEst1m1t'],['gEstemet'],[],[],[],1,0,0,1,1
21185,guesstimate,['ɡɛstɪmeɪt'],"['ɡɛstəmət', 'ɡɛstəmət']",['gEst1m8t'],['gEstemet'],[],[],[],1,0,0,0,0
21189,guesthouses,['ɡɛsthaʊsɪz'],"['ɡɛsthaʊs', 'ɡɛsthaʊs']",['gEsthOs1z'],['gEsthOs'],[],[],[],0,1,0,1,0
21190,guests,['ɡɛsts'],"['ɡɛst', 'ɡɛst', 'ɡɛst', 'ɡɛst', 'ɡɛst', 'ɡɛst', 'ɡɛst', 'ɡɛst']",['gEsts'],['gEst'],[],[],[],0,1,0,1,0
21193,guffaws,['ɡəfɔz'],"['ɡʌfɑ', 'ɡəfɔ']",['gefcz'],"['gefc', 'g^fa']",[],[],[],0,1,0,1,0
21198,guidebooks,['ɡaɪdbʊks'],"['ɡaɪdbʊk', 'ɡɑɪdbʊk']",['g5dbUks'],"['g5dbUk', 'ga1dbUk']",[],[],[],0,1,0,1,0
21199,guided,['ɡaɪdəd'],"['ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd']",['g5ded'],['g5d'],[],[],[],1,1,0,1,1
21200,guided,['ɡaɪdɪd'],"['ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd']",['g5d1d'],['g5d'],[],[],[],1,1,0,0,0
21202,guidelines,['ɡaɪdlaɪnz'],"['ɡaɪdlaɪn', 'ɡɑɪdlɑɪn']",['g5dl5nz'],"['ga1dla1n', 'g5dl5n']",[],[],[],0,1,0,1,0
21206,guiding,['ɡaɪdɪŋ'],"['ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd', 'ɡaɪd']",['g5d1N'],['g5d'],[],[],[],0,1,0,1,0
21209,guilders,"['ɡɪldɝz', 'ɡɪldɚz']",['ɡɪldɚ'],['g1ld3rz'],['g1ld3r'],[],[],[],0,1,0,1,0
21210,guilds,['ɡɪldz'],"['ɡɪld', 'ɡɪld']",['g1ldz'],['g1ld'],[],[],[],0,1,0,1,0
21215,guillotine,['ɡijətin'],"['ɡɪlətin', 'ɡɪlətin', 'ɡɪlətin', 'ɡɪlətin']",['gijetin'],['g1letin'],[],[],[],1,0,0,0,0
21217,guiltless,['ɡɪltlɪs'],['ɡɪltləs'],['g1ltl1s'],['g1ltles'],[],[],[],0,0,0,1,0
21220,guineas,['ɡɪniz'],"['ɡɪni', 'ɡɪni']",['g1niz'],['g1ni'],[],[],[],0,1,0,1,0
21227,guitarists,"['ɡɪtɑɹɪsts', 'ɡɪtɒɹɪsts']","['ɡɪtɑɹɪst', 'ɡɪtɑɹɪst']",['g1tar1sts'],['g1tar1st'],[],[],[],0,1,0,1,0
21228,guitars,"['ɡɪtɑɹz', 'ɡɪtɒɹz']","['ɡɪtɑɹ', 'ɡɪtɑɹ']",['g1tarz'],['g1tar'],[],[],[],0,1,0,1,0
21234,gulfs,['ɡʌlfs'],"['ɡʌlf', 'ɡʌlf', 'ɡʌlf', 'ɡʌlf', 'ɡʌlf', 'ɡʌlf']",['g^lfs'],['g^lf'],[],[],[],0,1,0,1,0
21238,gullibility,['ɡələbɪlɪti'],['ɡʌləbɪləti'],['geleb1l1ti'],['g^leb1leti'],[],[],[],0,0,0,1,0
21240,gullies,['ɡʌliz'],"['ɡʌli', 'ɡʌli', 'ɡʌli', 'ɡʌli', 'ɡʌli']",['g^liz'],['g^li'],[],[],[],0,1,0,1,0
21242,gulls,['ɡʌlz'],"['ɡʌl', 'ɡʌl', 'ɡʌl']",['g^lz'],['g^l'],[],[],[],0,1,0,1,0
21245,gulped,['ɡʌlpt'],"['ɡʌlp', 'ɡʌlp']",['g^lpt'],['g^lp'],[],[],[],0,1,0,1,0
21246,gulping,['ɡʌlpɪŋ'],"['ɡʌlp', 'ɡʌlp']",['g^lp1N'],['g^lp'],[],[],[],0,1,0,1,0
21247,gulps,['ɡʌlps'],"['ɡʌlp', 'ɡʌlp', 'ɡʌlp', 'ɡʌlp']",['g^lps'],['g^lp'],[],[],[],0,1,0,1,0
21254,gums,['ɡʌmz'],"['ɡʌm', 'ɡʌm', 'ɡʌm', 'ɡʌm', 'ɡʌm', 'ɡʌm', 'ɡʌm', 'ɡʌm']",['g^mz'],['g^m'],[],[],[],0,1,0,1,0
21258,gunboats,['ɡʌnboʊts'],['ɡʌnboʊt'],['g^nbots'],['g^nbot'],[],[],[],0,1,0,1,0
21263,gunfighters,"['ɡʌnfaɪtɝz', 'ɡʌnfaɪtɚz']",['ɡʌnfaɪtɚ'],['g^nf5t3rz'],['g^nf5t3r'],[],[],[],0,1,0,1,0
21265,gunfights,['ɡʌnfaɪts'],['ɡʌnfaɪt'],['g^nf5ts'],['g^nf5t'],[],[],[],0,1,0,1,0
21266,gunfire,"['ɡʌnfaɪɝ', 'ɡʌnfaɪɚ']","['ɡʌnfaɪɹ', 'ɡʌnfɑɪəɹ']",['g^nf53r'],"['g^nfa1er', 'g^nf5r']",[],[],[],1,0,0,1,1
