Word,Pronunciation
greenish, ˈɡriːnɪʃ
greenly, ˈɡriːnli ˈɡriːnli ˈɡriːnli ˈɡriːnli
greenness, ˈɡriːnnəs ˈɡriːnnəs ˈɡriːnnəs
greens, ɡrinz
greet, ɡriːt ɡriːt ɡrit
greeting, ˈɡriːt̬ɪŋ ˈɡri·t̬ɪŋ
gregarious," ɡrɪˈɡeriəs ɡrɪˈɡeriəs ɡrɪˈɡær·i·əs, -ˈɡeər-"
gremlin, ˈɡremlən ˈɡrem·lən
grenade, ɡrəˈneɪd ɡrəˈneɪd
grew, ɡruː ɡru
grey, ɡreɪ ɡreɪ ɡreɪ ɡreɪ ɡreɪ
greyhound, ˈɡreɪhaʊnd ˈɡreɪˌhɑʊnd
grid, ɡrɪd ɡrɪd ɡrɪd ɡrɪd ɡrɪd ɡrɪd
gridiron, ˈɡrɪdaɪrn ˈɡrɪdˌɑɪ·ərn
gridlock, ˈɡrɪdlɑːk ˈɡrɪdlɑːk ˈɡrɪdˌlɑk
gridlocked, ˈɡrɪdlɑːkt ˈɡrɪdlɑːkt
grief, ɡriːf ɡriːf ɡriːf ɡriːf ɡrif
grievance, ˈɡriːvəns ˈɡri·vəns
grieve, ɡriːv ɡriːv ɡriv
grieving, ˈɡriːvɪŋ
grievous, ˈɡriːvəs ˈɡri·vəs
grievously, ˈɡriːvəsli
griffin, ˈɡrɪfɪn
griffon, ˈɡrɪfən ˈɡrɪfən
grill, ɡrɪl ɡrɪl ɡrɪl ɡrɪl ɡrɪl
grille, ɡrɪl
grilled, ɡrɪld ɡrɪld
grilling, ˈɡrɪlɪŋ ˈɡrɪlɪŋ
grim, ɡrɪm ɡrɪm ɡrɪm ɡrɪm ɡrɪm
grimace," ˈɡrɪməs ˈɡrɪm·əs, ɡrɪˈmeɪs"
grime, ɡraɪm ɡraɪm ɡrɑɪm
grimly, ˈɡrɪmli ˈɡrɪmli ˈɡrɪmli
grimy, ˈɡraɪmi
grin, ɡrɪn ɡrɪn
grind, ɡraɪnd ɡraɪnd ɡraɪnd ɡrɑɪnd ɡrɑɪnd ɡrɑɪnd
grinder, ˈɡraɪndɚ ˈɡraɪndɚ ˈɡraɪndɚ ˈɡrɑɪn·dər
grinding, ˈɡrɑɪn·dɪŋ
grindstone, ˈɡraɪndstoʊn ˈɡrɑɪnˌstoʊn
gringo, ˈɡrɪŋɡoʊ ˈɡrɪŋ·ɡoʊ
grinning, ˈɡrɪnɪŋ
grip, ɡrɪp ɡrɪp ɡrɪp ɡrɪp ɡrɪp
gripe, ɡraɪp ɡrɑɪp
gripping, ˈɡrɪpɪŋ ˈɡrɪp·ɪŋ
grisly, ˈɡrɪzli ˈɡrɪz·li
gristle, ˈɡrɪsəl ˈɡrɪs·əl
grit, ɡrɪt ɡrɪt ɡrɪt ɡrɪt
grits, ɡrɪts
gritty, ˈɡrɪt̬i ˈɡrɪt̬i ˈɡrɪt̬i ˈɡrɪt̬·i ˈɡrɪt̬·i
grizzle, ˈɡrɪzəl
grizzled, ˈɡrɪzəld
grizzly, ˈɡrɪzli
groan, ɡroʊn ɡroʊn ɡroʊn
groat, ɡroʊt ɡroʊt
grocer, ˈɡroʊsɚ ˈɡroʊ·sər
groceries," ˈɡroʊ·sə·riz, ˈɡroʊs·riz"
grocery, ˈɡroʊsɚi
grog, ɡrɑːɡ ɡrɑːɡ ɡrɑːɡ
groggy, ˈɡrɑːɡi ˈɡrɑɡ·i
groin, ɡrɔɪn ɡrɔɪn ɡrɔɪn ɡrɔɪn
groom," ɡruːm ɡruːm ɡruːm ɡruːm ɡruːm ɡrum, ɡrʊm ɡrum, ɡrʊm ɡrum, ɡrʊm"
groomed, ɡruːmd
groomer, ˈɡruːmɚ ˈɡruːmɚ ˈɡruːmɚ ˈɡruːmɚ
grooming, ˈɡruːmɪŋ ˈɡruːmɪŋ ˈɡruːmɪŋ ˈɡruːmɪŋ ˈɡruːmɪŋ
groove, ɡruːv ɡruːv ɡruːv ɡruv
groovy, ˈɡruːvi ˈɡru·vi
grope, ɡroʊp ɡroʊp ɡroʊp ɡroʊp
gross, ɡroʊs ɡroʊs ɡroʊs ɡroʊs
grossly, ˈɡroʊsli ˈɡroʊs·li
grotesque, ɡroʊˈtesk ɡroʊˈtesk ɡroʊˈtesk
grotesquely, ɡroʊˈteskli ɡroʊˈteskli
grotto, ˈɡrɑːt̬oʊ ˈɡrɑt̬·oʊ
grouch, ɡraʊtʃ ɡrɑʊtʃ
grouchy, ˈɡraʊtʃi
ground, ɡraʊnd ɡraʊnd ɡraʊnd ɡraʊnd ɡraʊnd ɡrɑʊnd
groundbreaking, ˈɡraʊndˌbreɪkɪŋ ˈɡrɑʊndˌbreɪ·kɪŋ
grounded, ˈɡraʊndɪd ˈɡraʊndɪd ˈɡraʊndɪd
grounder, ˈɡraʊndɚ
groundhog," ˈɡraʊndhɑːɡ ˈɡrɑʊndˌhɔɡ, -ˌhɑɡ"
grounding, ˈɡraʊndɪŋ
groundless, ˈɡraʊndləs ˈɡrɑʊnd·ləs
grounds, ɡrɑʊndz ɡrɑʊndz
groundskeeper, ˈɡraʊndzkiːpɚ
groundswell, ˈɡraʊndswel
groundwater," ˈɡrɑʊndˌwɔt̬·ər, -ˌwɑt̬·ər"
groundwork, ˈɡraʊndwɝːk ˈɡraʊndwɝːk ˈɡrɑʊn·dwɜrk
group, ɡruːp ɡruːp ɡruːp ɡruːp ɡrup ɡrup ɡrup
grouper, ˈɡruːɚ
groupie, ˈɡruːpi ˈɡru·pi
grouping, ˈɡruːpɪŋ
grouse, ɡraʊs ɡraʊs ɡrɑʊs
grout, ɡraʊt
grove, ɡroʊv ɡroʊv
grovel," ˈɡrɑːvəl ˈɡrɑːvəl ˈɡrɑv·əl, ˈɡrʌv·əl"
groveling, ˈɡrɑːvəlɪŋ
grow, ɡroʊ ɡroʊ ɡroʊ ɡroʊ ɡroʊ ɡroʊ ɡroʊ ɡroʊ
grower, ˈɡroʊɚ ˈɡroʊɚ ˈɡroʊ·ər
growing, ˈɡroʊɪŋ ˈɡroʊ·ɪŋ
growl, ɡraʊl ɡrɑʊl ɡrɑʊl
growling, ˈɡraʊlɪŋ
grown, ɡroʊn
growth, ɡroʊθ ɡroʊθ ɡroʊθ ɡroʊθ ɡroʊθ ɡroʊθ
grub, ɡrʌb ɡrʌb ɡrʌb ɡrʌb
grubby, ˈɡrʌbi ˈɡrʌbi ˈɡrʌb·i
grudge, ɡrʌdʒ ɡrʌdʒ
grudging, ˈɡrʌdʒɪŋ ˈɡrʌdʒ·ɪŋ
gruel, ˈɡruːəl
grueling," ˈɡruːəlɪŋ ˈɡru·ə·lɪŋ, ˈɡru·lɪŋ"
gruesome, ˈɡruːsəm ˈɡru·səm
gruff, ɡrʌf ɡrʌf ɡrʌf
grumble, ˈɡrʌmbəl ˈɡrʌmbəl ˈɡrʌm·bəl
grump, ɡrʌmp
grumpy, ˈɡrʌmpi ˈɡrʌm·pi
grunge, ɡrʌndʒ ɡrʌndʒ ɡrʌndʒ
grungy, ˈɡrʌndʒi ˈɡrʌn·dʒi
grunion, ˈɡrʌnjən
grunt, ɡrʌnt ɡrʌnt ɡrʌnt
guacamole, ˌɡwækəˈmoʊli ˌɡwɑk·əˈmoʊ·li
guano, ˈɡwɑːnoʊ
guarantee," ˌɡerənˈtiː ˌɡerənˈtiː ˌɡerənˈtiː ˌɡær·ənˈti, ˈɡær·ənˌti ˌɡær·ənˈti, ˈɡær·ənˌti"
guarantor, ˌɡerənˈtɔːr ˌɡerənˈtɔːr ˌɡerənˈtɔːr -ˈtɔːr
guard, ɡɑːrd ɡɑːrd ɡɑːrd ɡɑːrd ɡɑːrd ɡɑːrd ɡɑːrd ɡɑrd ɡɑrd
guarded, ˈɡɑːrdɪd ˈɡɑr·dɪd
guardian, ˈɡɑːrdiən ˈɡɑːrdiən ˈɡɑr·di·ən ˈɡɑr·di·ən
guardianship, ˈɡɑːrdiənʃɪp
guardsman, ˈɡɑːrdzmən ˈɡɑːrdzmən
guava, ˈɡwɑːvə ˈɡwɑ·və
gubernatorial," ˌɡuːbɚnəˈtɔːriəl ˌɡu·bər·nəˈtɔr·i·əl, -ˈtoʊr-"
guernsey, ˈɡɜ˞ːnzi ˈɡɜ˞ːnzi
guerrilla, ɡəˈrɪlə ɡəˈrɪl·ə
guess, ɡes ɡes ɡes ɡes ɡes
guesstimate, ˈɡestəmət ˈɡes·tə·mət
guesswork, ˈɡeswɝːk ˈɡesˌwɜrk
guest, ɡest ɡest ɡest ɡest ɡest ɡest ɡest ɡest
guesthouse, ˈɡesthaʊs ˈɡesthaʊs
guff, ɡʌf ɡʌf
guffaw, ɡʌfˈɑː ɡəˈfɔ
guidance, ˈɡaɪdəns ˈɡaɪdəns ˈɡɑɪ·dəns
guide, ɡaɪd ɡaɪd ɡaɪd ɡaɪd ɡaɪd ɡaɪd ɡɑɪd ɡɑɪd
guidebook, ˈɡaɪdbʊk ˈɡɑɪdˌbʊk
guideline, ˈɡaɪdlaɪn ˈɡɑɪdˌlɑɪn
guidepost, ˈɡaɪdpoʊst ˈɡaɪdpoʊst ˈɡaɪdpoʊst
guild, ɡɪld ɡɪld
guilder, ˈɡɪldɚ
guile, ɡaɪl ɡɑɪl
guileless, ˈɡaɪlləs ˈɡɑɪl·ləs
guillotine, ˈɡɪlətiːn ˈɡɪlətiːn ˈɡɪlətiːn ˈɡɪl·əˌtin
guilt, ɡɪlt ɡɪlt ɡɪlt ɡɪlt
guiltless, ˈɡɪltləs
guilty, ˈɡɪlti ˈɡɪlti ˈɡɪl·ti ˈɡɪl·ti
guinea, ˈɡɪni
guise, ɡaɪz ɡɑɪz
guitar, ɡɪˈtɑːr ɡɪˈtɑr
guitarist, ɡɪˈtɑːrɪst ɡɪˈtɑr·ɪst
gulch, ɡʌltʃ ɡʌltʃ
gulf, ɡʌlf ɡʌlf ɡʌlf ɡʌlf ɡʌlf
gull, ɡʌl ɡʌl ɡʌl
gullet, ˈɡʌlət
gullibility, ˌɡʌləˈbɪlət̬i
gullible, ˈɡʌləbəl ˈɡʌl·ə·bəl
gully, ˈɡʌli ˈɡʌli ˈɡʌli ˈɡʌli ˈɡʌl·i
gulp, ɡʌlp ɡʌlp ɡʌlp ɡʌlp
gum, ɡʌm ɡʌm ɡʌm ɡʌm ɡʌm ɡʌm ɡʌm ɡʌm
gumbo, ˈɡʌmboʊ ˈɡʌmboʊ ˈɡʌm·boʊ
gummed, ɡʌmd
gummy, ˈɡʌmi ˈɡʌmi
gumption, ˈɡʌmpʃən ˈɡʌmp·ʃən
gumshoe, ˈɡʌmʃuː
gun, ɡʌn ɡʌn ɡʌn ɡʌn
gunboat, ˈɡʌnboʊt
gunfight, ˈɡʌnfaɪt
gunfighter, ˈɡʌnfaɪt̬ɚ
gunfire, ˈɡʌnfaɪr ˈɡʌnˌfɑɪər
gunman, ˈɡʌnmən ˈɡʌn·mən
gunner, ˈɡʌnɚ ˈɡʌn·ər
gunnery, ˈɡʌnɚi
gunnysack, ˈɡʌni ˌsæk ˈɡʌn·iˌsæk
gunpowder, ˈɡʌnˌpaʊdɚ ˈɡʌnˌpɑʊ·dər
gunship, ˈɡʌnʃɪp
gunshot, ˈɡʌnʃɑːt ˈɡʌnˌʃɑt ˈɡʌnˌʃɑt
gunslinger, ˈɡʌnˌslɪŋɚ
guppy, ˈɡʌpi
gurgle, ˈɡɝːɡəl ˈɡɝːɡəl ˈɡɜr·ɡəl
gurney, ˈɡɝːni ˈɡɜr·ni
guru," ˈɡʊruː ˈɡʊruː ˈɡʊər·u, ˈɡu·ru"
gush, ɡʌʃ ɡʌʃ ɡʌʃ ɡʌʃ
gusher, ˈɡʌʃɚ
gushing, ˈɡʌʃɪŋ
gust, ɡʌst ɡʌst
gusto, ˈɡʌstoʊ ˈɡʌs·toʊ
gusty, ˈɡʌsti
gut, ɡʌt ɡʌt ɡʌt ɡʌt ɡʌt ɡʌt
gutless, ˈɡʌtləs
guts, ɡʌts
gutsy, ˈɡʌtsi
gutted, ˈɡʌt̬ɪd
gutter, ˈɡʌt̬ɚ ˈɡʌt̬ɚ ˈɡʌt̬·ər ˈɡʌt̬·ər ˈɡʌt̬·ər
guttering, ˈɡʌt̬ɚɪŋ
guttural, ˈɡʌt̬ɚəl
guy, ɡaɪ ɡaɪ ɡaɪ ɡɑɪ ɡɑɪ
guzzle, ˈɡʌzəl ˈɡʌzəl ˈɡʌz·əl
guzzler, ˈɡʌzəlɚ
gym, dʒɪm dʒɪm dʒɪm dʒɪm dʒɪm
gymnasium, dʒɪmˈneɪziəm dʒɪmˈneɪziəm dʒɪmˈneɪ·zi·əm
gymnast," ˈdʒɪmnæst ˈdʒɪm·næst, -nəst"
gymnastic, dʒɪmˈnæstɪk
gymnastics, dʒɪmˈnæstɪks dʒɪmˈnæstɪks dʒɪmˈnæs·tɪks
gynecological, ˌɡaɪnəkəˈlɑːdʒɪkəl
gynecologist, ˌɡaɪnəˈkɑːlədʒɪst ˌɡɑɪ·nəˈkɑl·ə·dʒəst
gynecology, ˌɡaɪnəˈkɑːlədʒi ˌɡɑɪ·nəˈkɑl·ə·dʒi
gyp, dʒɪp dʒɪp
gypsum, ˈdʒɪpsəm
gypsy, ˈdʒɪpsi
gyrate, ˈdʒaɪreɪt ˈdʒaɪreɪt ˈdʒaɪreɪt ˈdʒɑɪ·reɪt
gyration, ˌdʒaɪˈreɪʃən ˌdʒaɪˈreɪʃən ˌdʒaɪˈreɪʃən
gyroscope, ˈdʒaɪrəskoʊp
ha, hɑː hɑ
haberdashery, ˌhæbɚˈdæʃɚi ˌhæbɚˈdæʃɚi
habit, ˈhæbɪt ˈhæbɪt ˈhæbɪt ˈhæbɪt ˈhæb·ɪt
habitable, ˈhæbɪt̬əbəl ˈhæb·ɪ·t̬ə·bəl
habitat, ˈhæbətæt ˈhæb·ɪˌtæt
habitation, ˌhæbəˈteɪʃən ˌhæb·ɪˈteɪ·ʃən
habitual, həˈbɪtʃuəl həˈbɪtʃ·u·əl
habitually, həˈbɪtʃəli
hack, hæk hæk hæk hæk hæk hæk hæk hæk hæk hæk
hacker, ˈhækɚ ˈhækɚ ˈhæk·ər
hacking, ˈhækɪŋ
hackles, ˈhækəlz
hackneyed, ˈhæknid ˈhæk·nid
hacksaw, ˈhæksɑː ˈhækˌsɔ
had," strong hæd hæd, həd, əd, d"
haddock, ˈhædək ˈhæd·ək
haft, hæft
hag, hæɡ hæɡ
haggard, ˈhæɡɚd ˈhæɡ·ərd
haggle, ˈhæɡəl ˈhæɡ·əl
hah, hɑː
haiku, ˈhaɪkuː
hail, heɪl heɪl heɪl
hailstone, ˈheɪlstoʊn
hailstorm, ˈheɪlstɔːrm ˈheɪlˌstɔrm
hair, her heər
haircut, ˈherkʌt ˈherkʌt ˈherˌkʌt
hairdo, ˈherduː ˈheərˌdu
hairdresser, ˈherˌdresɚ ˈheərˌdres·ər
hairdressing, ˈherˌdresɪŋ
hairless, ˈherləs
hairline, ˈherlaɪn ˈheərˌlɑɪn
hairstyle, ˈherstaɪl ˈheərˌstɑɪl
hairy, ˈheri ˈheri ˈheər·i ˈheər·i
hajj, hædʒ
hake, heɪk
half, hæf hæf hæf hæf hæf
halfback, ˈhæfbæk ˈhæfˌbæk
halftime, ˈhæftaɪm ˈhæfˌtɑɪm
halfway, ˌhæfˈweɪ ˈhæfˈweɪ
halibut," ˈhælɪbət ˈhæl·ə·bət, ˈhɑ·lə-"
hall, hɑːl hɑːl hɑːl hɑːl hɔl hɔl hɔl
hallelujah, ˌhælɪˈluːjə ˌhælɪˈluːjə ˌhæl·əˈlu·jə
hallmark, ˈhɑːlmɑːrk ˈhɑːlmɑːrk ˈhɔlˌmɑrk
hallow, ˈhæloʊ ˈhæloʊ
hallowed, ˈhæloʊd ˈhæloʊd ˈhæl·oʊd
hallucinate, həˈluːsəneɪt həˈluːsəneɪt həˈlu·səˌneɪt
hallucination, həˌluːsəˈneɪʃən həˌluːsəˈneɪʃən həˌluːsəˈneɪʃən həˌluːsəˈneɪʃən
hallucinatory, həˈluːsɪnətɔːri həˈluːsɪnətɔːri həˈluːsɪnətɔːri
hallucinogenic, həˌluːsɪnoʊˈdʒenɪk həˌluːsɪnoʊˈdʒenɪk
hallway, ˈhɑːlweɪ ˈhɔlˌweɪ
halo, ˈheɪloʊ ˈheɪloʊ ˈheɪ·loʊ
halogen, ˈhælədʒen ˈhæl·ə·dʒən
halt, hɑːlt hɔlt
halter, ˈhɑːlt̬ɚ ˈhɑːlt̬ɚ
halting, ˈhɑːlt̬ɪŋ ˈhɔl·tɪŋ
haltingly, ˈhɑːlt̬ɪŋli
halve, hæv hæv hæv
halves, hævz hævz
ham, hæm hæm hæm hæm hæm hæm
hamburger, ˈhæmˌbɝːɡɚ ˈhæmˌbɝːɡɚ ˈhæmˌbɝːɡɚ ˈhæmˌbɝːɡɚ ˈhæmˌbɜr·ɡər
hamlet, ˈhæmlət ˈhæm·lɪt
hammer, ˈhæmɚ ˈhæmɚ ˈhæmɚ ˈhæmɚ ˈhæmɚ ˈhæm·ər
hammered, ˈhæmɚd
hammering, ˈhæmɚɪŋ ˈhæmɚɪŋ ˈhæmɚɪŋ ˈhæmɚɪŋ ˈhæmɚɪŋ
hammerlock, ˈhæmɚlɑːk ˈhæmɚlɑːk
hammock, ˈhæmək ˈhæm·ək
hamper, ˈhæmpɚ ˈhæm·pər
hamster, ˈhæmstɚ ˈhæm·stər
hamstring, ˈhæmstrɪŋ ˈhæm·strɪŋ
hand, hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd hænd
handbag, ˈhændbæɡ ˈhændˌbæɡ
handball, ˈhændbɑːl ˈhændbɑːl ˈhændbɑːl ˈhændbɑːl
handbill, ˈhændbɪl
handbook, ˈhændbʊk ˈhændˌbʊk
handcraft, ˈhændkræft ˈhændkræft
handcrafted, ˈhændkræftɪd ˈhændkræftɪd
handcuff, ˈhændkʌf
handcuffs, ˈhændkʌfs ˈhændˌkʌfs
handedness, ˈhændɪdnəs
handful, ˈhændfʊl ˈhændfʊl ˈhændfʊl ˈhænd·fʊl ˈhænd·fʊl ˈhænd·fʊl
handgun, ˈhændɡʌn ˈhændˌɡʌn
handheld, ˌhændˈheld ˈhændˈheld
handhold, ˈhændhoʊld
handicap, ˈhændɪkæp ˈhændɪkæp ˈhændɪkæp ˈhæn·diˌkæp ˈhæn·diˌkæp ˈhæn·diˌkæp
handicapped, ˈhændɪkæpt
handicraft, ˈhændikræft
handily, ˈhændəli ˈhændəli
handiwork, ˈhændiwɝːk ˈhændiwɝːk ˈhæn·diˌwɜrk ˈhæn·diˌwɜrk
handkerchief," ˈhæŋkɚtʃiːf ˈhæŋ·kər·tʃəf, -tʃɪf, -ˌtʃif"
handle, ˈhændəl ˈhændəl ˈhændəl ˈhæn·dəl ˈhæn·dəl
handlebar, ˈhændəlbɑːr
handlebars, ˈhæn·dəlˌbɑrz
handler," ˈhændlɚ ˈhændlɚ ˈhændlɚ ˈhænd·lər, ˈhæn·dəl·ər"
handling, ˈhændlɪŋ ˈhændlɪŋ
handmade, ˌhændˈmeɪd ˈhændˈmeɪd
handout, ˈhændaʊt ˈhændaʊt ˈhændˌɑʊt ˈhændˌɑʊt
handover, ˈhændoʊvɚ ˈhændˌoʊ·vər -doʊvɚ
handpicked, ˌhændˈpɪkt ˈhændˈpɪkt
handrail, ˈhændreɪl
handsaw, ˈhændsɑː
handset, ˈhændset ˈhændset
handshake, ˈhændʃeɪk ˈhændˌʃeɪk
handsome, ˈhænsəm ˈhænsəm ˈhænsəm ˈhæn·səm ˈhæn·səm
handsomely, ˈhænsəmli ˈhænsəmli
handstand, ˈhændstænd ˈhænd·stænd
handwriting, ˈhændˌraɪt̬ɪŋ ˈhændˌraɪt̬ɪŋ ˈhændˌrɑɪt̬·ɪŋ
handwritten, ˌhændˈrɪt̬ən ˈhændˌrɪt·ən
handy, ˈhændi ˈhændi ˈhæn·di ˈhæn·di
handyman, ˈhændimæn ˈhæn·diˌmæn
hang, hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ hæŋ
hangar, ˈhæŋɚ ˈhæŋ·ər
hanger, ˈhæŋɚ ˈhæŋ·ər
hanging, ˈhæŋɪŋ ˈhæŋɪŋ ˈhæŋ·ɪŋ
hangman, ˈhæŋmən ˈhæŋmən
hangout, ˈhæŋaʊt ˈhæŋaʊt ˈhæŋˌɑʊt
hangover, ˈhæŋˌoʊvɚ ˈhæŋˌoʊvɚ ˈhæŋˌoʊ·vər
hank, hæŋk
hanker, ˈhæŋ·kər
hankering, ˈhæŋkɚɪŋ
hanky, ˈhæŋki ˈhæŋ·ki
haphazard, ˌhæpˈhæzɚd hæpˈhæz·ərd
haphazardly, ˌhæpˈhæzɚdli
hapless, ˈhæpləs ˈhæp·ləs
happen, ˈhæpən ˈhæpən ˈhæp·ən ˈhæp·ən ˈhæp·ən
happening, ˈhæpənɪŋ ˈhæpənɪŋ ˈhæp·ə·nɪŋ
happenstance, ˈhæpənstæns
happily, ˈhæpəli ˈhæpəli ˈhæpəli ˈhæp·ə·li
happiness, ˈhæpinəs ˈhæp·i·nəs
happy, ˈhæpi ˈhæpi ˈhæpi ˈhæpi ˈhæp·i ˈhæp·i ˈhæp·i ˈhæp·i
harangue, həˈræŋ həˈræŋ
harass," həˈræs həˈræs, ˈhær·əs"
harassed, həˈræst
harasser, həˈræsɚ
harassment," həˈræsmənt həˈræs·mənt, ˈhær·əs·mənt"
harbinger, ˈhɑːrbɪndʒɚ
harbor, ˈhɑːrbɚ ˈhɑr·bər
harbour, ˈhɑːrbɚ
hard, hɑːrd hɑːrd hɑːrd hɑːrd hɑːrd hɑːrd hɑːrd hɑːrd hɑrd hɑrd hɑrd hɑrd hɑrd hɑrd hɑrd hɑrd
hardback, ˈhɑːrdbæk ˈhɑrdˌbæk
hardball, ˈhɑːrdbɑːl
hardcore, ˌhɑːrdˈkɔːr ˌhɑːrdˈkɔːr ˌhɑːrdˈkɔːr
hardcover, ˈhɑːrdˌkʌvɚ ˈhɑrdˌkʌv·ər
harden, ˈhɑːrdən ˈhɑːrdən ˈhɑr·dən ˈhɑr·dən
hardened, ˈhɑːrdənd ˈhɑːrdənd ˈhɑr·dənd
hardening, ˈhɑːrdənɪŋ ˈhɑːrdənɪŋ
hardheaded, ˈhɑrdˈhed·ɪd
hardly, ˈhɑːrdli ˈhɑːrdli ˈhɑrd·li ˈhɑrd·li
hardness, ˈhɑːrdnəs ˈhɑːrdnəs ˈhɑːrdnəs ˈhɑːrdnəs ˈhɑːrdnəs ˈhɑrd·nəs
hardscrabble, ˈhɑːrdˌskræbəl ˈhɑːrdˌskræbəl
hardship, ˈhɑːrdʃɪp ˈhɑrdˌʃɪp
hardware, ˈhɑːrdwer ˈhɑːrdwer ˈhɑːrdwer ˈhɑrdˌweər ˈhɑrdˌweər
hardwired, hɑːrdˈwaɪɚd hɑːrdˈwaɪɚd
hardwood, ˈhɑːrdwʊd ˈhɑːrdwʊd ˈhɑrdˌwʊd
hardworking, ˈhɑrdˈwɜr·kɪŋ
hardy, ˈhɑːrdi ˈhɑːrdi ˈhɑr·di ˈhɑr·di
hare, her heər
harebrained, ˈherbreɪnd ˈheərˌbreɪnd
harem," ˈherəm ˈhær·əm, ˈheər-"
hark, hɑːrk hɑrk
harlot, ˈhɑːrlət
harm, hɑːrm hɑrm
harmful, ˈhɑːrmfəl
harmless, ˈhɑːrmləs ˈhɑrm·ləs
harmlessly, ˈhɑːrmləsli
harmonic, hɑːrˈmɑːnɪk hɑːrˈmɑːnɪk hɑːrˈmɑːnɪk
harmonica, hɑːrˈmɑːnɪkə hɑrˈmɑn·ɪ·kə
harmonious, hɑːrˈmoʊniəs hɑːrˈmoʊniəs hɑːrˈmoʊniəs hɑrˈmoʊ·ni·əs
harmoniously, hɑːrˈmoʊniəsli hɑːrˈmoʊniəsli hɑːrˈmoʊniəsli
harmonium, hɑːrˈmoʊniəm
harmonize, ˈhɑːrmənaɪz ˈhɑːrmənaɪz ˈhɑr·məˌnɑɪz ˈhɑr·məˌnɑɪz
harmony, ˈhɑːrməni ˈhɑːrməni ˈhɑr·mə·ni ˈhɑr·mə·ni ˈhɑr·mə·ni
harness, ˈhɑːrnəs ˈhɑr·nəs
harp, hɑːrp hɑrp
harper, ˈhɑːrpɚ
harpist, ˈhɑːrpɪst
harpoon, hɑːrˈpuːn hɑrˈpun
harpsichord, ˈhɑːrpsɪkɔːrd ˈhɑrp·sɪˌkɔrd
harried, ˈherid ˈhær·id
harrow, ˈheroʊ
harrowing, ˈheroʊɪŋ ˈhær·oʊ·ɪŋ
harry, ˈheri
harsh, hɑːrʃ hɑːrʃ hɑrʃ hɑrʃ
harshly, ˈhɑːrʃli ˈhɑːrʃli ˈhɑrʃ·li ˈhɑrʃ·li
harshness, ˈhɑːrʃnəs ˈhɑːrʃnəs ˈhɑrʃ·nəs ˈhɑrʃ·nəs
hart, hɑːrt
harvest, ˈhɑːrvəst ˈhɑr·vəst
harvester, ˈhɑːrvəstɚ ˈhɑːrvəstɚ
harvesting, ˈhɑːrvəstɪŋ ˈhɑːrvəstɪŋ ˈhɑːrvəstɪŋ ˈhɑːrvəstɪŋ ˈhɑːrvəstɪŋ
has," strong hæz hæz, həz, əz"
hash, hæʃ hæʃ hæʃ hæʃ
hashish, hæʃˈiːʃ
hassle, ˈhæsəl ˈhæs·əl
hast, hæst
haste, heɪst heɪst
hasten, ˈheɪsən ˈheɪsən ˈheɪsən ˈheɪ·sən
hastily, ˈheɪstəli
hasty, ˈheɪsti
hat, hæt hæt hæt
hatch, hætʃ hætʃ hætʃ hætʃ
hatchback, ˈhætʃbæk ˈhætʃˌbæk
hatchery, ˈhætʃɚi
hatchet, ˈhætʃɪt ˈhætʃ·ɪt
hate, heɪt heɪt
hated, ˈheɪt̬ɪd
hateful, ˈheɪtfəl ˈheɪt·fəl
hater, ˈheɪt̬ɚ ˈheɪt̬ɚ
hath, hæθ
hatred, ˈheɪtrɪd ˈheɪ·trɪd
hatter, ˈhæt̬ɚ
haughty, ˈhɑːt̬i ˈhɔ·t̬i
haul, hɑːl hɑːl hɑːl hɔl hɔl
hauler, ˈhɑːlɚ
haunt," hɑːnt hɑːnt hɔnt, hɑnt hɔnt, hɑnt"
haunted," ˈhɑːnt̬ɪd ˈhɑːnt̬ɪd ˈhɔn·tɪd, ˈhɑn·tɪd ˈhɔn·tɪd, ˈhɑn·tɪd"
haunting," ˈhɑːnt̬ɪŋ ˈhɔn·tɪŋ, ˈhɑn-"
hauntingly, ˈhɑːnt̬ɪŋli
have," strong hæv hæv, həv, əv, v"
haven, ˈheɪvən ˈheɪvən ˈheɪ·vən
havoc, ˈhævək ˈhæv·ək
hawk, hɑːk hɑːk hɔk
hawker, ˈhɑːkɚ
hawthorn, ˈhɑːθɔːrn
hay, heɪ heɪ
haystack, ˈheɪstæk ˈheɪˌstæk
hazard, ˈhæzɚd ˈhæzɚd ˈhæz·ərd
hazardous, ˈhæzɚdəs
haze, heɪz heɪz
hazel, ˈheɪzəl ˈheɪzəl ˈheɪ·zəl
hazelnut, ˈheɪzəlnʌt
hazing, ˈheɪzɪŋ
hazy, ˈheɪzi ˈheɪzi ˈheɪ·zi ˈheɪ·zi
he," strong hiː strong hiː hi, i hi, i"
head, hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed hed
headache, ˈhedeɪk ˈhedeɪk ˈhedˌeɪk ˈhedˌeɪk
headband, ˈhedbænd ˈhedbænd ˈhedˌbænd
headboard, ˈhedbɔːrd
headcheese, ˈhedtʃiːz
headcount, ˈhedkaʊnt ˈhedkaʊnt
