Word,Pronunciation
buyer, ˈbaɪɚ ˈbaɪɚ ˈbɑɪ·ər
buyout, ˈbaɪaʊt ˈbɑɪˌɑʊt
buzz, bʌz bʌz bʌz bʌz bʌz bʌz bʌz bʌz bʌz bʌz bʌz bʌz
buzzard, ˈbʌzɚd ˈbʌzɚd ˈbʌz·ərd
buzzed, bʌzd bʌzd
buzzer, ˈbʌzɚ ˈbʌz·ər
buzzword, ˈbʌzwɝːd ˈbʌzˌwɜrd
buzzy, ˈbʌzi ˈbʌzi
by, baɪ baɪ baɪ baɪ baɪ baɪ bɑɪ bɑɪ bɑɪ bɑɪ bɑɪ bɑɪ
bye, baɪ bɑɪ
bygone, ˈbaɪɡɑːn ˈbɑɪˌɡɔn
bylaw, ˈbaɪlɑː ˈbaɪlɑː -lɑː -lɑː
byline, ˈbaɪlaɪn ˈbaɪlaɪn ˈbɑɪˌlɑɪn
bypass, ˈbaɪpæs ˈbaɪpæs ˈbɑɪˌpæs
byproduct," ˈbɑɪˌprɑd·əkt, -ʌkt"
bystander, ˈbaɪˌstændɚ ˈbɑɪˌstæn·dər
byte, baɪt bɑɪt
byway, ˈbaɪweɪ
byword, ˈbaɪwɝːd ˈbɑɪˌwɜrd
byzantine, ˈbɪzəntiːn
cab, kæb kæb kæb kæb kæb
cabal, kəˈbɑːl
cabaret, ˈkæbɚeɪ ˌkæb·əˈreɪ
cabbage, ˈkæbɪdʒ ˈkæbɪdʒ ˈkæb·ɪdʒ
cabbie, ˈkæbi
cabdriver, ˈkæbˌdrɑɪ·vər
cabin, ˈkæbɪn ˈkæbɪn ˈkæbɪn ˈkæbɪn ˈkæb·ɪn ˈkæb·ɪn
cabinet, ˈkæbənət ˈkæbənət ˈkæb·ə·nɪt ˈkæb·ə·nɪt ˈkæb·ə·nɪt
cable, ˈkeɪbəl ˈkeɪbəl ˈkeɪ·bəl ˈkeɪ·bəl
caboose, kəˈbuːs
cabriolet, kæbriəˈleɪ
cacciatore, ˌkætʃəˈtɔːri
cache, kæʃ kæʃ kæʃ
cachet, kæʃˈeɪ kæˈʃeɪ
cackle, ˈkækəl ˈkækəl ˈkæk·əl
cacophony, kəˈkɑːfəni
cactus, ˈkæktəs ˈkæk·təs
cad, kæd
cadaver, kəˈdævɚ kəˈdæv·ər
caddy, ˈkædi ˈkædi
cadence, ˈkeɪdəns ˈkeɪdəns ˈkeɪdəns ˈkeɪ·dəns
cadet, kəˈdet kəˈdet
cadmium, ˈkædmiəm
cadre," ˈkɑːdreɪ ˈkɑːdreɪ ˈkɑd·ri, ˈkæd-, -reɪ"
cafeteria, ˌkæfəˈtɪriə ˌkæf·ɪˈtɪər·i·ə
caffeine," ˈkæfiːn kæˈfin, ˈkæf·in"
caftan, ˈkæftæn
cage, keɪdʒ keɪdʒ keɪdʒ
cagey, ˈkeɪdʒi ˈkeɪ·dʒi
cairn, kern
caisson, ˈkeɪsən ˈkeɪsən
cajole, kəˈdʒoʊl kəˈdʒoʊl
cake, keɪk keɪk keɪk keɪk
caked, keɪkd
calabrese, ˌkæləˈbreɪzeɪ
calamari, ˌkæləˈmɑːri
calamine, ˈkæləmaɪn
calamitous, kəˈlæmət̬əs
calamity, kəˈlæmət̬i kəˈlæm·ɪ·t̬i
calcified, ˈkælsəfaɪd ˈkælsəfaɪd
calcify, ˈkælsəfaɪ ˈkælsəfaɪ
calcium, ˈkælsiəm ˈkæl·si·əm
calculate, ˈkælkjəleɪt ˈkæl·kjəˌleɪt
calculated, ˈkælkjəleɪt̬ɪd ˈkæl·kjəˌleɪ·t̬ɪd
calculating, ˈkælkjəleɪt̬ɪŋ ˈkæl·kjəˌleɪ·t̬ɪŋ
calculation, ˌkælkjəˈleɪʃən ˌkælkjəˈleɪʃən
calculator, ˈkælkjəleɪt̬ɚ ˈkælkjəleɪt̬ɚ ˈkæl·kjəˌleɪ·t̬ər
calculus, ˈkælkjələs ˈkælkjələs ˈkælkjələs ˈkælkjələs ˈkæl·kjə·ləs ˈkæl·kjə·ləs
caldera, kælˈderə
calendar, ˈkæləndɚ ˈkæləndɚ ˈkæləndɚ ˈkæləndɚ ˈkæl·ən·dər ˈkæl·ən·dər ˈkæl·ən·dər
calendula, kəˈlendʒələ
calf, kæf kæf kæf kæf
caliber, ˈkæləbɚ ˈkæləbɚ ˈkæl·ə·bər ˈkæl·ə·bər
calibrate, ˈkæləbreɪt ˈkæləbreɪt ˈkæl·əˌbreɪt
calibration, ˌkæləˈbreɪʃən ˌkæləˈbreɪʃən
calico, ˈkæləkoʊ ˈkæləkoʊ ˈkæləkoʊ ˈkæl·ɪˌkoʊ
calipers, ˈkæləpɚz ˈkæləpɚz
caliph," ˈkeɪlɪf ˈkeɪ·ləf, ˈkæl-"
calisthenics, ˌkæləsˈθenɪks ˌkæl·əsˈθen·ɪks
call, kɑːl kɑːl kɑːl kɑːl kɑːl kɑːl kɑːl kɑːl kɑːl kɑːl kɔl kɔl kɔl kɔl kɔl kɔl
caller, ˈkɑːlɚ ˈkɑːlɚ ˈkɔ·lər
calligrapher, kəˈlɪɡrəfɚ
calligraphy, kəˈlɪɡrəfi kəˈlɪɡ·rə·fi
calling, ˈkɑːlɪŋ ˈkɔ·lɪŋ
callous, ˈkæləs ˈkæl·əs
calloused, ˈkæləst
callously, ˈkæləsli
callousness, ˈkæləsnəs
callow, ˈkæloʊ
callus, ˈkæləs ˈkæl·əs
calm," kɑːm kɑːm kɑːm kɑm, kɑlm kɑm, kɑlm"
calmly, ˈkɑːmli ˈkɑːmli
calmness, ˈkɑːmnəs ˈkɑːmnəs
caloric, kəˈlɔːrɪk kəˈlɔːrɪk
calorie, ˈkælɚi ˈkælɚi ˈkæl·ə·ri ˈkæl·ə·ri
calves, kævz kævz
calypso, kəˈlɪpsoʊ kəˈlɪp·soʊ
cam, kæm kæm
camaraderie, ˌkæməˈrɑːdɚi ˌkɑm·əˈrɑ·də·ri
camcorder, ˈkæmˌkɔːrdɚ ˈkæmˌkɔr·dər
came, keɪm keɪm
camel, ˈkæməl ˈkæməl ˈkæm·əl
cameo, ˈkæmioʊ ˈkæmioʊ ˈkæmioʊ ˈkæm·iˌoʊ ˈkæm·iˌoʊ
camera, ˈkæmrə ˈkæm·rə
cameraman, ˈkæmrəmæn ˈkæm·rəˌmæn
camouflage," ˈkæməflɑːʒ ˈkæməflɑːʒ ˈkæməflɑːʒ ˈkæm·əˌflɑʒ, -ˌflɑdʒ ˈkæm·əˌflɑʒ, -ˌflɑdʒ"
camouflaged, ˈkæməflɑːʒd ˈkæməflɑːʒd ˈkæməflɑːʒd
camp, kæmp kæmp kæmp kæmp kæmp kæmp kæmp kæmp
campaign, kæmˈpeɪn kæmˈpeɪn kæmˈpeɪn
campaigner, ˌkæmˈpeɪnɚ
camper, ˈkæmpɚ ˈkæmpɚ ˈkæmpɚ ˈkæm·pər ˈkæm·pər
campfire, ˈkæmpfaɪr ˈkæmpˌfɑɪər
campground, ˈkæmpɡraʊnd ˈkæmpˌɡrɑʊnd
camping, ˈkæmpɪŋ ˈkæm·pɪŋ
campion, ˈkæmpiən
campsite, ˈkæmpsaɪt ˈkæmpsaɪt ˈkæmpˌsɑɪt
campus, ˈkæmpəs ˈkæm·pəs
campy, ˈkæmpi kæm·pi
camshaft, ˈkæmʃæft
can, strong kæn strong kæn strong kæn strong kæn strong kæn strong kæn kæn kæn
canal, kəˈnæl kəˈnæl kəˈnæl
canard, kəˈnɑːrd
canary, kəˈneri kəˈneri kəˈner·i
canasta, kəˈnæstə
cancan, ˈkænkæn
cancel, ˈkænsəl ˈkænsəl ˈkænsəl ˈkænsəl ˈkæn·səl ˈkæn·səl
cancellation, ˌkænsəlˈeɪʃən
cancer, ˈkænsɚ ˈkænsɚ ˈkæn·sər
cancerous, ˈkænsərəs
candelabra, ˌkændəˈlɑːbrə
candid, ˈkændɪd ˈkæn·dɪd
candida, ˈkændɪdə
candidacy, ˈkændɪdəsi
candidate," ˈkændɪdət ˈkændɪdət ˈkændɪdət ˈkæn·dɪˌdeɪt, -dɪ·dət"
candidly, ˈkændɪdli
candied, ˈkændid
candle, ˈkændəl ˈkæn·dəl
candlelight, ˈkændəllaɪt
candlestick, ˈkændəlstɪk ˈkæn·dəlˌstɪk
candor, ˈkændɚ ˈkæn·dər
candy, ˈkændi ˈkæn·di
cane, keɪn keɪn keɪn keɪn keɪn
caned, keɪnd
canine, ˈkeɪnaɪn ˈkeɪ·nɑɪn
caning, ˈkeɪnɪŋ ˈkeɪnɪŋ
canister, ˈkænəstɚ ˈkænəstɚ ˈkænəstɚ ˈkæn·ə·stər
canker, -kɚ -kɚ -kɚ
cannabis, ˈkænəbɪs ˈkæn·ə·bəs
canned, kænd kænd
cannery, ˈkænɚi
cannibal, ˈkænəbəl ˈkæn·ə·bəl
cannibalism, ˈkænəbəlɪzəm
cannibalize, ˈkænəbəlaɪz
canning, ˈkænɪŋ ˈkænɪŋ
cannon, ˈkænən ˈkænən ˈkænən ˈkænən ˈkæn·ən
cannonball, ˈkænənbɑːl ˈkænənbɑːl ˈkænənbɑːl
cannot," ˈkænɑːt kəˈnɑt, ˈkæn·ɑt"
canny, ˈkæni ˈkæni ˈkæn·i
canoe, kəˈnuː kəˈnu
canoeing, kəˈnuːɪŋ
canola, kəˈnoʊlə kəˈnoʊlə
canon, ˈkænən ˈkænən ˈkænən ˈkænən ˈkænən ˈkænən ˈkæn·ən ˈkæn·ən
canonical, kəˈnɑːnɪkəl kəˈnɑːnɪkəl kəˈnɑːnɪkəl
canonize, ˈkænənaɪz ˈkænənaɪz ˈkænənaɪz ˈkænənaɪz
canopy, ˈkænəpi ˈkænəpi ˈkænəpi ˈkænəpi ˈkæn·ə·pi
cant, kænt kænt
cantaloupe, ˈkænt̬əloʊp ˈkæn·təlˌoʊp
cantankerous, ˌkænˈtæŋkɚəs kænˈtæŋ·kə·rəs
cantata, kənˈtɑːt̬ə
canteen, kænˈtiːn kænˈtiːn kænˈtiːn kænˈtiːn kænˈtiːn kænˈtin kænˈtin
canter, ˈkænt̬ɚ ˈkæn·tər
canto, ˈkæntoʊ
canton, ˈkæntɑːn
cantor, ˈkæntɔːr ˈkæntɔːr ˈkæn·tər
canvas, ˈkænvəs ˈkænvəs ˈkænvəs ˈkæn·vəs ˈkæn·vəs
canvass, ˈkænvəs ˈkænvəs ˈkænvəs ˈkæn·vəs
canyon, ˈkænjən ˈkæn·jən
cap, kæp kæp kæp kæp kæp kæp kæp kæp kæp kæp kæp kæp
capability, ˌkeɪpəˈbɪlət̬i ˌkeɪpəˈbɪlət̬i
capable, ˈkeɪpəbəl ˈkeɪ·pə·bəl
capacious, kəˈpeɪʃəs kəˈpeɪʃəs
capacitance, kəˈpæsət̬əns
capacitor, kəˈpæsət̬ɚ
capacity, kəˈpæsət̬i kəˈpæsət̬i kəˈpæsət̬i kəˈpæs·ɪ·t̬i kəˈpæs·ɪ·t̬i kəˈpæs·ɪ·t̬i
cape, keɪp keɪp keɪp keɪp
caped, keɪpt
caper, ˈkeɪpɚ ˈkeɪ·pər ˈkeɪ·pər ˈkeɪ·pər
capillary, ˈkæpəleri ˈkæp·əˌler·i
capita, ˈkæpɪt̬ə
capital, ˈkæpət̬əl ˈkæpət̬əl ˈkæpət̬əl ˈkæpət̬əl ˈkæpət̬əl ˈkæp·ɪ·t̬əl ˈkæp·ɪ·t̬əl ˈkæp·ɪ·t̬əl
capitalism, ˈkæpət̬əlɪzəm ˈkæp·ɪ·t̬əlˌɪz·əm
capitalist, ˈkæpət̬əlɪst ˈkæpət̬əlɪst
capitalization, ˌkæpət̬ələˈzeɪʃən ˌkæpət̬ələˈzeɪʃən -ṱəl- -ṱəl-
capitalize, ˈkæpət̬əlaɪz ˈkæpət̬əlaɪz
capitulate, kəˈpɪtʃəleɪt kəˈpɪtʃəleɪt kəˈpɪtʃ·əˌleɪt
capitulation, kəˌpɪtʃəˈleɪʃən kəˌpɪtʃəˈleɪʃən
capon, ˈkeɪpɑːn
cappelletti, ˌkæpəˈlet̬i
cappuccino, ˌkæpəˈtʃiːnoʊ ˌkæp·əˈtʃi·noʊ
caprice, kəˈpriːs
capricious," kəˈprɪʃəs kəˈprɪʃ·əs, -ˈpri·ʃəs"
capsaicin, kæpˈseɪɪsɪn
capsize, kæpˈsaɪz ˈkæpˌsɑɪz
capstan, ˈkæpstən ˈkæpstən
capstone, ˈkæpstoʊn ˈkæpstoʊn
capsule," ˈkæpsəl ˈkæpsəl ˈkæpsəl ˈkæp·səl, -sul ˈkæp·səl, -sul"
captain, ˈkæptən ˈkæptən ˈkæptən ˈkæp·tən ˈkæp·tən ˈkæp·tən ˈkæp·tən
caption, ˈkæpʃən ˈkæp·ʃən
captivate, ˈkæptəveɪt ˈkæp·təˌveɪt
captivating, ˈkæptəveɪt̬ɪŋ
captive, ˈkæptɪv ˈkæp·tɪv
captivity, kæpˈtɪvət̬i
captor, ˈkæptɚ
capture, ˈkæptʃɚ ˈkæptʃɚ ˈkæptʃɚ ˈkæptʃɚ ˈkæptʃɚ ˈkæptʃɚ ˈkæp·tʃər ˈkæp·tʃər
caput, ˈkeɪpət
car, kɑːr kɑːr kɑːr kɑːr kɑr kɑr
carafe," kəˈræf kəˈræf, -ˈrɑf"
caramel, ˈkɑːrməl ˈkɑːrməl ˈkɑr·məl
caramelize, ˈkɑːrməlaɪz ˈkɑːrməlaɪz
carat, ˈkerət ˈkerət ˈkær·ət
caravan, ˈkerəvæn ˈkerəvæn ˈkerəvæn ˈkær·əˌvæn
caraway, ˈkerəweɪ
carbide, ˈkɑːrbaɪd
carbine, ˈkɑːrbiːn
carbohydrate, ˌkɑːrboʊˈhaɪdreɪt ˌkɑr·bəˈhɑɪˌdreɪt ˌkɑr·bəˈhɑɪˌdreɪt
carbon, ˈkɑːrbən ˈkɑːrbən ˈkɑr·bən
carbonate, ˈkɑːrbəneɪt
carbonated, ˈkɑːrbəneɪt̬ɪd ˈkɑr·bəˌneɪ·t̬ɪd
carbonic, kɑːrˈbɑːnɪk
carboniferous, ˌkɑːrbəˈnɪfɚəs ˌkɑr·bəˈnɪf·ər·əs
carborundum, ˌkɑːrbɚˈʌndəm
carburetion, ˌkɑːrbəˈreɪʃən
carburetor," ˌkɑːrbəˈret̬ɚ ˈkɑr·bəˌreɪ·t̬ər, -bjə-"
carcass, ˈkɑːrkəs ˈkɑːrkəs ˈkɑr·kəs
carcinogen, kɑːrˈsɪnədʒən kɑrˈsɪn·ə·dʒən
carcinogenic, ˌkɑːrsənoʊˈdʒenɪk ˌkɑr·sə·nəˈdʒen·ɪk
carcinoma, kɑːrsəˈnoʊmə kɑr·səˈnoʊ·mə
card, kɑːrd kɑːrd kɑːrd kɑːrd kɑːrd kɑːrd kɑːrd kɑːrd kɑːrd kɑrd kɑrd kɑrd kɑrd
cardboard," ˈkɑːrdbɔːrd ˈkɑrdˌbɔrd, -ˌboʊrd"
cardholder, ˈkɑːrdˌhoʊldɚ ˈkɑːrdˌhoʊldɚ
cardiac, ˈkɑːrdiæk ˈkɑr·diˌæk
cardigan, ˈkɑːrdɪɡən ˈkɑrd·ɪ·ɡən
cardinal, ˈkɑːrdɪnəl ˈkɑːrdɪnəl ˈkɑːrdɪnəl ˈkɑr·dən·əl ˈkɑr·dən·əl
cardiologist, ˌkɑːrdiˈɑːlədʒɪst ˌkɑr·diˈɑl·ə·dʒɪst
cardiology, ˌkɑːrdiˈɑːlədʒi ˌkɑr·diˈɑl·ə·dʒi
cardiopulmonary, ˌkɑːrdioʊˈpʊlməneri
cardiovascular, ˌkɑːrdioʊˈvæskjəlɚ ˌkɑr·di·oʊˈvæs·kjə·lər
cards, kɑrdz
care, ker ker ker ker keər keər
careen, kəˈriːn kəˈrin
career, kəˈrɪr kəˈrɪər
careers, kəˈrɪrz
carefree, ˈkerfriː ˈkeərˌfri
careful, ˈkerfəl ˈkeər·fəl
carefully, ˈkerfəli ˈkeər·fə·li
caregiver, ˈkerˌɡɪvɚ ˈkeərˌɡɪv·ər
careless, ˈkerləs ˈkerləs ˈkeər·ləs
carelessly, ˈkerləsli ˈkerləsli
carelessness, ˈkerləsnəs
carer, ˈkerɚ
caress, kəˈres kəˈres
caressing, kəˈresɪŋ
caretaker, ˈkerˌteɪkɚ ˈkerˌteɪkɚ ˈkeərˌteɪ·kər ˈkeərˌteɪ·kər ˈkeərˌteɪ·kər
cargo, ˈkɑːrɡoʊ ˈkɑr·ɡoʊ
caribou, ˈkerɪbuː ˈkær·əˌbu
caricature," ˈkerəkətʃʊr ˈkær·ɪ·kəˌtʃʊər, -tʃər"
caricaturist, ˌkerəkəˈtʃʊrɪst
carillon, ˈkærəlɑːn
caring, ˈkerɪŋ
carjacker, ˈkɑːrˌdʒækɚ
carjacking, ˈkɑːrˌdʒækɪŋ ˈkɑrˌdʒæk·ɪŋ
carmine, ˈkɑːrmaɪn
carnage, ˈkɑːrnɪdʒ ˈkɑr·nɪdʒ
carnal, ˈkɑːrnəl ˈkɑr·nəl
carnation, kɑːrˈneɪʃən kɑrˈneɪ·ʃən
carnival, ˈkɑːrnəvəl ˈkɑːrnəvəl ˈkɑːrnəvəl ˈkɑr·nə·vəl ˈkɑr·nə·vəl
carnivore," ˈkɑːrnəvɔːr ˈkɑr·nəˌvɔr, -ˌvoʊr"
carnivorous, kɑːrˈnɪvɚəs
carob, ˈkerəb ˈkerəb
carol, ˈkerəl ˈkær·əl
carotene, ˈkerətiːn
carotid, kəˈrɑːt̬ɪd
carouse, kəˈraʊz kəˈrɑʊz
carousel, ˌkerəˈsel ˌkerəˈsel ˌkær·əˈsel ˌkær·əˈsel
carp, kɑːrp kɑrp
carpal, ˈkɑːrpəl
carpenter, ˈkɑːrpɪnt̬ɚ ˈkɑr·pən·tər
carpentry, ˈkɑːrpɪntri ˈkɑr·pən·tri
carpet, ˈkɑːrpət ˈkɑːrpət ˈkɑr·pɪt
carpetbagger, ˈkɑːrpətˌbæɡɚ ˈkɑːrpətˌbæɡɚ ˈkɑr·pɪtˌbæɡ·ər
carpeted, ˈkɑːrpət̬ɪd
carpeting, ˈkɑːpət̬ɪŋ ˈkɑːpət̬ɪŋ
carping, ˈkɑːrpɪŋ
carpool, ˈkɑːrˌpuːl ˈkɑːrˌpuːl
carport," ˈkɑːrpɔːrt ˈkɑrˌpɔrt, -ˌpoʊrt"
carrel, ˈkerəl
carriage, ˈkerɪdʒ ˈkerɪdʒ ˈkerɪdʒ ˈkerɪdʒ ˈkær·ɪdʒ ˈkær·ɪdʒ ˈkær·ɪdʒ
carrier, ˈkeriɚ ˈkeriɚ ˈkeriɚ ˈkeriɚ ˈkeriɚ ˈkeriɚ ˈkeriɚ ˈkær·i·ər ˈkær·i·ər
carrion, ˈkeriən
carrot, ˈkerət ˈkerət ˈkær·ət ˈkær·ət
carry, ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkeri ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i ˈkær·i
carsick, ˈkɑːrsɪk ˈkɑrˌsɪk
cart, kɑːrt kɑːrt kɑːrt kɑːrt kɑrt kɑrt
cartel, kɑːrˈtel kɑrˈtel
carter, ˈkɑːrt̬ɚ
cartilage, ˈkɑːrt̬əlɪdʒ ˈkɑr·t̬əl·ɪdʒ
carton, ˈkɑːrt̬ən ˈkɑr·tən
cartoon, kɑːrˈtuːn kɑːrˈtuːn kɑːrˈtuːn kɑrˈtun kɑrˈtun
cartoonist, kɑːrˈtuːnɪst
cartridge, ˈkɑːrtrɪdʒ ˈkɑːrtrɪdʒ ˈkɑr·trɪdʒ ˈkɑr·trɪdʒ
cartwheel," ˈkɑːrtwiːl ˈkɑːrtwiːl ˈkɑrt·hwil, -wil"
carve, kɑːrv kɑːrv kɑrv kɑrv
carver, ˈkɑːrvɚ ˈkɑːrvɚ
carving, ˈkɑːrvɪŋ ˈkɑr·vɪŋ
cascade, kæsˈkeɪd kæsˈkeɪd kæsˈkeɪd
case, keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs keɪs
casein, ˈkeɪsiːn
caseload, ˈkeɪsloʊd
casework, ˈkeɪswɝːk
caseworker, ˈkeɪsˌwɝːkɚ
cash, kæʃ kæʃ
cashew," ˈkæʃuː ˈkæʃ·u, kəˈʃu"
cashier, kæʃˈɪr kæˈʃɪər
cashless, ˈkæʃləs ˈkæʃləs
cashmere," ˈkæʃmɪr ˈkæʒ·mɪr, ˈkæʃ-"
casing, ˈkeɪsɪŋ ˈkeɪ·sɪŋ
casino, kəˈsiːnoʊ kəˈsi·noʊ
cask, kæsk kæsk
casket, ˈkæskɪt ˈkæskɪt ˈkæs·kɪt
casserole, ˈkæsəroʊl ˈkæs·əˌroʊl
cassette, kəˈset kəˈset
cassock, ˈkæsək
cast, kæst kæst kæst kæst kæst kæst kæst kæst
castaway, ˈkæstəweɪ ˈkæst·əˌweɪ
caste, kæst kæst kæst
caster, ˈkæstɚ ˈkæs·tər
castigate, ˈkæstəɡeɪt ˈkæs·tɪˌɡeɪt
castle, ˈkæsəl ˈkæsəl ˈkæs·əl ˈkæs·əl
castoff, ˈkæstˌɔf
castor, ˈkæstɚ
castrate, kæsˈtreɪt ˈkæs·treɪt
castrated, ˈkæstreɪt̬ɪd
castration, kæsˈtreɪʃən
casual, ˈkæʒuːəl ˈkæʒuːəl ˈkæʒuːəl ˈkæʒuːəl ˈkæʒ·u·əl ˈkæʒ·u·əl ˈkæʒ·u·əl ˈkæʒ·u·əl ˈkæʒ·u·əl ˈkæʒuəl ˈkæʒuəl
casually, ˈkæʒuːəli ˈkæʒuːəli ˈkæʒuːəli ˈkæʒuːəli
casuals, ˈkæʒuəl
casualty," ˈkæʒuːəlti ˈkæʒuːəlti ˈkæʒuːəlti ˈkæʒ·u·əl·ti, ˈkæʒ·əl·ti"
cat, kæt kæt kæt
cataclysm, ˈkæt̬əklɪzəm ˈkæt̬·əˌklɪz·əm
cataclysmic, ˌkæt̬əˈklɪzmɪk
catacomb, ˈkæt̬əkuːm
catalog," ˈkæt̬·əlˌɔɡ, -ˌɑɡ"
catalogue, ˈkæt̬əlɑːɡ ˈkæt̬əlɑːɡ ˈkæt̬əlɑːɡ
catalyst, ˈkæt̬əlɪst ˈkæt̬əlɪst ˈkæt̬·əl·ɪst ˈkæt̬·əl·ɪst
catalytic, ˌkæt̬əˈlɪt̬ɪk
catalyze, ˈkæt̬əlaɪz ˈkæt̬əlaɪz
catamaran, ˈkæt̬əməræn
catapult," ˈkæt̬əpʌlt ˈkæt̬əpʌlt ˈkæt̬·əˌpʌlt, -ˌpʊlt ˈkæt̬·əˌpʌlt, -ˌpʊlt"
cataract, ˈkæt̬ərækt ˈkæt̬ərækt ˈkæt̬·əˌrækt ˈkæt̬·əˌrækt
catastrophe, kəˈtæstrəfi kəˈtæstrəfi kəˈtæs·trə·fi
catastrophic, ˌkæt̬əˈstrɑːfɪk ˌkæt̬əˈstrɑːfɪk
catatonic, ˌkæt̬əˈtɑːnɪk
catch," kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ kætʃ, ketʃ kætʃ, ketʃ kætʃ, ketʃ kætʃ, ketʃ kætʃ, ketʃ"
catcher," ˈketʃɚ ˈkætʃ·ər, ˈketʃ-"
catching," ˈkætʃɪŋ ˈkætʃ·ɪŋ, ˈketʃ-"
catchy," ˈkætʃi ˈkætʃ·i, ˈketʃ·i"
catechism, ˈkæt̬əkɪzəm ˈkæt̬·əˌkɪz·əm
categorical," ˌkæt̬əˈɡɔːrɪkəl ˌkæt̬əˈɡɔːrɪkəl ˌkæt̬·ɪˈɡɔr·ɪ·kəl, -ˈɡɑr-"
categorically, ˌkæt̬əˈɡɔːrɪkəli
categorization, ˌkæt̬əɡərəˈzeɪʃən
categorize, ˈkæt̬əɡəraɪz
category," ˈkæt̬əɡri ˈkæt̬·ɪˌɡɔr·i, -ˌɡoʊr·i"
cater, ˈkeɪt̬ɚ ˈkeɪ·t̬ər
caterer, ˈkeɪt̬ɚɚ
catering, ˈkeɪt̬ɚɪŋ
caterpillar," ˈkæt̬ɚpɪlɚ ˈkæt̬·əˌpɪl·ər, ˈkæt̬·ər-"
catfish, ˈkætfɪʃ ˈkætfɪʃ ˈkætˌfɪʃ
catharsis, kəˈθɑːrsɪs kəˈθɑr·sɪs
cathartic, kəˈθɑːrtɪk
cathedral, kəˈθiːdrəl kəˈθi·drəl
catheter, ˈkæθət̬ɚ ˈkæθ·ə·t̬ər
cathode, ˈkæθoʊd ˈkæθ·oʊd
catholic, ˈkæθəlɪk
catnap, ˈkætnæp ˈkæt·næp
catnip, ˈkætnɪp
catsup," ˈkætsəp ˈketʃ·əp, ˈkætʃ·əp"
cattle, ˈkæt̬əl ˈkæt̬·əl
catty, ˈkæt̬i ˈkæt̬·i
catwalk, ˈkætwɑːk ˈkætwɑːk ˈkætˌwɔk ˈkætˌwɔk
caucus, ˈkɑːkəs ˈkɑːkəs ˈkɔ·kəs ˈkɔ·kəs
caught, kɑːt kɔt
cauldron, ˈkɑːldrən
cauliflower," ˈkɑːləˌflaʊɚ ˈkɑl·ɪˌflɑʊ·ər, ˈkɔ·lɪ-, -ˌflɑʊər"
caulk, kɑːk
caulking, ˈkɑːkɪŋ ˈkɑːkɪŋ ˈkɑːkɪŋ
causality, kɑːˈzælət̬i
causation, kɑːˈzeɪʃən
causative, ˈkɑːzət̬ɪv
cause, kɑːz kɑːz kɑːz kɔz kɔz kɔz
causeway, ˈkɑːzweɪ ˈkɔzˌweɪ
caustic, ˈkɑːstɪk ˈkɑːstɪk ˈkɔ·stɪk ˈkɔ·stɪk
cauterization, ˌkɑːt̬ɚəˈzeɪʃən ˌkɑːt̬ɚəˈzeɪʃən
cauterize, ˈkɑːt̬ɚaɪz ˈkɑːt̬ɚaɪz
caution, ˈkɑːʃən ˈkɑːʃən ˈkɑːʃən ˈkɑːʃən ˈkɔ·ʃən ˈkɔ·ʃən
cautionary, ˈkɑːʃəneri
cautious, ˈkɑːʃəs ˈkɑːʃəs ˈkɔ·ʃəs
cautiously, ˈkɑːʃəsli
cautiousness, ˈkɑːʃəsnəs
cava, ˈkɑːvə
cavalcade, ˌkævəlˈkeɪd
cavalier, ˌkævəlˈɪr ˌkæv·əˈlɪr
cavalierly, ˌkævəˈlɪrli
cavalry, ˈkævəlri ˈkæv·əl·ri
cave, keɪv keɪv
caveat," ˈkæviæt ˈkæv·iˌæt, ˈkɑ·viˌɑt"
caveman, ˈkeɪvmæn ˈkeɪvmæn ˈkeɪvˌmæn
cavern, ˈkævɚn ˈkæv·ərn
cavernous, ˈkævɚnəs ˈkæv·ər·nəs
caviar," ˈkæviɑːr ˈkæv·iˌɑr, ˈkɑ·vi-"
caving, ˈkeɪvɪŋ
cavity, ˈkævət̬i ˈkævət̬i ˈkævət̬i ˈkæv·ə·t̬i ˈkæv·ə·t̬i
cavort, kəˈvɔːrt kəˈvɔrt
caw, kɑː
cay, kiː
cayman, ˈkeɪmən
cc, ˌsiːˈsiː ˌsiːˈsiː ˌsiˈsi
cease, siːs sis
ceasefire, ˈsiːsfaɪr ˈsisˈfɑɪər
ceaseless, ˈsiːsləs ˈsis·ləs
ceaselessly, ˈsiːsləsli
cedar, ˈsiːdɚ ˈsiːdɚ ˈsi·dər
cede, siːd sid
ceiling, ˈsiːlɪŋ ˈsiːlɪŋ ˈsi·lɪŋ ˈsi·lɪŋ
celeb, səˈleb səˈleb
